GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
GO:0006412	BP	e	translation                   	9/229	1382/269428	3.56e-06	7	9	0.0229	0.0223	0.0228	0.000681	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G563100, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS3D02G022400, TraesCS4B02G286300, TraesCS5B02G531900, TraesCSU02G115400
GO:0065008	BP	e	regulation of biological quality	8/229	1035/269428	3.63e-06	2	8	0.0233	0.0227	0.0232	0.000681	TraesCS1B02G308500, TraesCS2A02G467900, TraesCS2A02G562400, TraesCS3D02G022400, TraesCS6B02G197100, TraesCS6B02G342400, TraesCS6D02G229600, TraesCS7A02G206400
GO:1901566	BP	e	organonitrogen compound biosynthetic process	12/229	2654/269428	3.71e-06	4	12	0.0238	0.0232	0.0237	0.000681	TraesCS1A02G353800, TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G562400, TraesCS2A02G563100, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS3B02G574300, TraesCS3D02G022400, TraesCS4B02G286300, TraesCS5B02G531900, TraesCSU02G115400
GO:0043043	BP	e	peptide biosynthetic process  	9/229	1407/269428	4.11e-06	6	9	0.0264	0.0258	0.0263	0.00072	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G563100, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS3D02G022400, TraesCS4B02G286300, TraesCS5B02G531900, TraesCSU02G115400
GO:0055085	BP	e	transmembrane transport       	13/229	3247/269428	5.39e-06	4	13	0.0346	0.0337	0.0344	0.000888	TraesCS1A02G277100, TraesCS1D02G200000, TraesCS2B02G013000, TraesCS2D02G009100, TraesCS4A02G287900, TraesCS4B02G262900, TraesCS5A02G100600, TraesCS5A02G332300, TraesCS5D02G338200, TraesCS6D02G060200, TraesCS7A02G206400, TraesCS7D02G130800, TraesCSU02G207500
GO:0006518	BP	e	peptide metabolic process     	9/229	1466/269428	5.71e-06	5	9	0.0367	0.0358	0.0365	0.000917	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G563100, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS3D02G022400, TraesCS4B02G286300, TraesCS5B02G531900, TraesCSU02G115400
GO:0019538	BP	e	protein metabolic process     	26/229	11492/269428	6.51e-06	4	26	0.0418	0.0408	0.0415	0.000972	TraesCS1A02G086100, TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G563100, TraesCS2B02G011400, TraesCS2B02G623400, TraesCS2D02G525700, TraesCS3A02G001500, TraesCS3A02G204000, TraesCS3D02G004600, TraesCS3D02G008600, TraesCS3D02G022400, TraesCS3D02G022600, TraesCS4B02G050200, TraesCS4B02G286300, TraesCS5A02G365400, TraesCS5B02G366900, TraesCS5B02G531900, TraesCS5B02G535400, TraesCS6B02G189300, TraesCS6B02G278200, TraesCS6B02G389200, TraesCS6B02G404500, TraesCS7A02G523000, TraesCS7D02G548400, TraesCSU02G115400
GO:0043604	BP	e	amide biosynthetic process    	9/229	1500/269428	6.85e-06	5	9	0.044	0.0429	0.0437	0.001	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G563100, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS3D02G022400, TraesCS4B02G286300, TraesCS5B02G531900, TraesCSU02G115400
GO:2000242	BP	e	negative regulation of reproductive process	3/229	46/269428	8.95e-06	4	3	0.0575	0.0561	0.0571	0.00128	TraesCS2D02G079600, TraesCS5A02G166100, TraesCS5D02G170700
GO:0009058	BP	e	biosynthetic process          	20/229	7587/269428	9.52e-06	2	20	0.0612	0.0596	0.0608	0.00133	TraesCS1A02G353800, TraesCS1A02G406500, TraesCS1B02G436700, TraesCS1D02G042100, TraesCS2A02G562400, TraesCS2A02G563100, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS3B02G574300, TraesCS3D02G022400, TraesCS4A02G315700, TraesCS4B02G286300, TraesCS4D02G259000, TraesCS5B02G102000, TraesCS5B02G531900, TraesCS6A02G015500, TraesCS6B02G113200, TraesCS7D02G032700, TraesCSU02G115400
GO:0044249	BP	e	cellular biosynthetic process 	19/229	6986/269428	1.04e-05	3	19	0.067	0.0653	0.0665	0.00141	TraesCS1A02G353800, TraesCS1A02G406500, TraesCS1B02G436700, TraesCS1D02G042100, TraesCS2A02G562400, TraesCS2A02G563100, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS3B02G574300, TraesCS3D02G022400, TraesCS4A02G315700, TraesCS4B02G286300, TraesCS4D02G259000, TraesCS5B02G102000, TraesCS5B02G531900, TraesCS6B02G113200, TraesCS7D02G032700, TraesCSU02G115400
GO:0032259	BP	e	methylation                   	7/229	860/269428	1.07e-05	2	7	0.0685	0.0668	0.068	0.00141	TraesCS1A02G030400, TraesCS2A02G324500, TraesCS2A02G467900, TraesCS4A02G301600, TraesCS6A02G015400, TraesCS6B02G022400, TraesCS7B02G190700
GO:0048577	BP	e	negative regulation of short-day photoperiodism, flowering	2/229	6/269428	1.08e-05	8	2	0.0692	0.0674	0.0686	0.00141	TraesCS5A02G166100, TraesCS5D02G170700
GO:0048585	BP	e	negative regulation of response to stimulus	4/229	158/269428	1.15e-05	4	4	0.0737	0.0718	0.0731	0.00145	TraesCS2A02G199300, TraesCS2D02G079600, TraesCS5A02G166100, TraesCS5D02G170700
GO:0048581	BP	e	negative regulation of post-embryonic development	3/229	50/269428	1.15e-05	6	3	0.0741	0.0722	0.0735	0.00145	TraesCS2D02G079600, TraesCS5A02G166100, TraesCS5D02G170700
GO:0065007	BP	e	biological regulation         	21/229	8484/269428	1.44e-05	1	21	0.0928	0.0904	0.092	0.00163	TraesCS1A02G030000, TraesCS1B02G308500, TraesCS2A02G199300, TraesCS2A02G247300, TraesCS2A02G467900, TraesCS2A02G562400, TraesCS2D02G079600, TraesCS3A02G434400, TraesCS3D02G022400, TraesCS4A02G315700, TraesCS4A02G495800, TraesCS4B02G050200, TraesCS5A02G166100, TraesCS5D02G170700, TraesCS6B02G045100, TraesCS6B02G197100, TraesCS6B02G342400, TraesCS6D02G229600, TraesCS7A02G206400, TraesCS7D02G032700, TraesCSU02G039800
GO:0043603	BP	e	cellular amide metabolic process	9/229	1650/269428	1.45e-05	4	9	0.0932	0.0909	0.0924	0.00163	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G563100, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS3D02G022400, TraesCS4B02G286300, TraesCS5B02G531900, TraesCSU02G115400
GO:0055114	BP	e	oxidation-reduction process   	18/229	6545/269428	1.55e-05	2	18	0.0995	0.097	0.0986	0.00163	TraesCS1D02G096300, TraesCS2A02G247300, TraesCS2D02G027600, TraesCS3A02G021900, TraesCS3B02G091400, TraesCS3B02G574300, TraesCS4A02G020900, TraesCS4A02G442500, TraesCS5A02G362400, TraesCS5A02G428200, TraesCS5B02G007100, TraesCS6A02G009200, TraesCS6A02G047500, TraesCS6B02G063400, TraesCS6B02G197100, TraesCS7A02G108600, TraesCS7B02G047500, TraesCS7D02G155400
GO:0044281	BP	e	small molecule metabolic process	12/229	3082/269428	1.63e-05	2	12	0.105	0.102	0.104	0.00168	TraesCS1A02G353800, TraesCS1D02G042100, TraesCS2A02G094500, TraesCS2A02G467900, TraesCS2A02G562400, TraesCS2B02G109700, TraesCS3D02G022400, TraesCS4B02G278200, TraesCS5B02G102000, TraesCS6B02G113200, TraesCS6B02G342400, TraesCSU02G115400
GO:0051241	BP	e	negative regulation of multicellular organismal process	3/229	61/269428	2.1e-05	4	3	0.135	0.132	0.134	0.00211	TraesCS2D02G079600, TraesCS5A02G166100, TraesCS5D02G170700
GO:0051093	BP	e	negative regulation of developmental process	3/229	64/269428	2.43e-05	4	3	0.156	0.152	0.155	0.0024	TraesCS2D02G079600, TraesCS5A02G166100, TraesCS5D02G170700
GO:2000028	BP	e	regulation of photoperiodism, flowering	3/229	66/269428	2.67e-05	6	3	0.171	0.167	0.17	0.00259	TraesCS2D02G079600, TraesCS5A02G166100, TraesCS5D02G170700
GO:0044271	BP	e	cellular nitrogen compound biosynthetic process	15/229	5153/269428	4.27e-05	4	15	0.274	0.268	0.271	0.00381	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G562400, TraesCS2A02G563100, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS3B02G574300, TraesCS3D02G022400, TraesCS4A02G315700, TraesCS4B02G286300, TraesCS5B02G531900, TraesCS6B02G113200, TraesCS7D02G032700, TraesCSU02G115400
GO:0009071	BP	e	serine family amino acid catabolic process	2/229	12/269428	4.72e-05	9	2	0.303	0.296	0.3	0.00399	TraesCS2A02G467900, TraesCS6B02G342400
GO:0006546	BP	e	glycine catabolic process     	2/229	12/269428	4.72e-05	10	2	0.303	0.296	0.3	0.00399	TraesCS2A02G467900, TraesCS6B02G342400
GO:1901576	BP	e	organic substance biosynthetic process	18/229	7164/269428	4.98e-05	3	18	0.32	0.312	0.316	0.00415	TraesCS1A02G353800, TraesCS1A02G406500, TraesCS1B02G436700, TraesCS1D02G042100, TraesCS2A02G562400, TraesCS2A02G563100, TraesCS2B02G623400, TraesCS3A02G204000, TraesCS3A02G434400, TraesCS3B02G574300, TraesCS3D02G022400, TraesCS4A02G315700, TraesCS4B02G286300, TraesCS5B02G102000, TraesCS5B02G531900, TraesCS6B02G113200, TraesCS7D02G032700, TraesCSU02G115400
GO:0009069	BP	e	serine family amino acid metabolic process	3/229	87/269428	6.09e-05	8	3	0.391	0.382	0.387	0.00496	TraesCS1A02G353800, TraesCS2A02G467900, TraesCS6B02G342400
GO:0042135	BP	e	neurotransmitter catabolic process	2/229	15/269428	7.5e-05	5	2	0.482	0.47	0.476	0.00573	TraesCS2A02G467900, TraesCS6B02G342400
GO:0032544	BP	e	plastid translation           	2/229	15/269428	7.5e-05	8	2	0.482	0.47	0.476	0.00573	TraesCS2A02G563100, TraesCS2B02G623400
GO:0048587	BP	e	regulation of short-day photoperiodism, flowering	2/229	15/269428	7.5e-05	7	2	0.482	0.47	0.476	0.00573	TraesCS5A02G166100, TraesCS5D02G170700
GO:0006810	BP	e	transport                     	15/229	5558/269428	9.85e-05	3	15	0.633	0.617	0.624	0.00736	TraesCS1A02G277100, TraesCS1D02G200000, TraesCS2A02G031600, TraesCS2B02G013000, TraesCS2D02G009100, TraesCS4A02G287900, TraesCS4B02G262900, TraesCS5A02G030900, TraesCS5A02G100600, TraesCS5A02G332300, TraesCS5D02G338200, TraesCS6D02G060200, TraesCS7A02G206400, TraesCS7D02G130800, TraesCSU02G207500
GO:0044267	BP	e	cellular protein metabolic process	20/229	8989/269428	9.97e-05	5	20	0.641	0.625	0.632	0.00736	TraesCS1A02G406500, TraesCS1B02G436700, TraesCS2A02G563100, TraesCS2B02G011400, TraesCS2B02G623400, TraesCS3A02G001500, TraesCS3A02G204000, TraesCS3D02G004600, TraesCS3D02G022400, TraesCS3D02G022600, TraesCS4B02G050200, TraesCS4B02G286300, TraesCS5A02G365400, TraesCS5B02G366900, TraesCS5B02G531900, TraesCS5B02G535400, TraesCS6B02G189300, TraesCS6B02G404500, TraesCS7A02G523000, TraesCSU02G115400
GO:0051234	BP	e	establishment of localization 	15/229	5577/269428	0.000102	2	15	0.657	0.64	0.648	0.00738	TraesCS1A02G277100, TraesCS1D02G200000, TraesCS2A02G031600, TraesCS2B02G013000, TraesCS2D02G009100, TraesCS4A02G287900, TraesCS4B02G262900, TraesCS5A02G030900, TraesCS5A02G100600, TraesCS5A02G332300, TraesCS5D02G338200, TraesCS6D02G060200, TraesCS7A02G206400, TraesCS7D02G130800, TraesCSU02G207500
GO:0090305	BP	e	nucleic acid phosphodiester bond hydrolysis	4/229	279/269428	0.000105	6	4	0.672	0.655	0.663	0.00747	TraesCS1A02G152600, TraesCS1B02G170100, TraesCS3B02G039600, TraesCS6D02G350000
GO:0051179	BP	e	localization                  	15/229	5636/269428	0.000115	1	15	0.736	0.718	0.726	0.008	TraesCS1A02G277100, TraesCS1D02G200000, TraesCS2A02G031600, TraesCS2B02G013000, TraesCS2D02G009100, TraesCS4A02G287900, TraesCS4B02G262900, TraesCS5A02G030900, TraesCS5A02G100600, TraesCS5A02G332300, TraesCS5D02G338200, TraesCS6D02G060200, TraesCS7A02G206400, TraesCS7D02G130800, TraesCSU02G207500
GO:0042737	BP	e	drug catabolic process        	6/229	874/269428	0.000116	4	6	0.748	0.729	0.737	0.00804	TraesCS1D02G096300, TraesCS2A02G467900, TraesCS2D02G571400, TraesCS6A02G047500, TraesCS6B02G063400, TraesCS6B02G342400
GO:0106074	BP	e	aminoacyl-tRNA metabolism involved in translational fidelity	2/229	21/269428	0.000149	9	2	0.96	0.936	0.946	0.0098	TraesCS3D02G022400, TraesCS6D02G229600
