GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
GO:0006793	BP	e	phosphorus metabolic process  	29/174	7310/269428	6.91e-15	3	29	4.44e-11	4.33e-11	4.42e-11	1.9e-12	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G088600, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G107600, TraesCS1D02G090000, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G438600, TraesCS3D02G493700, TraesCS5D02G187500, TraesCS6A02G228900, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G040400, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100
GO:0043170	BP	e	macromolecule metabolic process	43/174	17252/269428	1.24e-14	3	43	7.97e-11	7.77e-11	7.94e-11	3.19e-12	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1A02G358100, TraesCS1A02G358400, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G374900, TraesCS1B02G377700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS1D02G363300, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3A02G056000, TraesCS3A02G209800, TraesCS3B02G129900, TraesCS3B02G240200, TraesCS3B02G481000, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS5D02G187500, TraesCS5D02G408200, TraesCS6A02G228900, TraesCS6A02G283500, TraesCS6A02G286900, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G152700, TraesCS6D02G264000, TraesCS6D02G375700, TraesCS7A02G427100, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100
GO:1901564	BP	e	organonitrogen compound metabolic process	38/174	13885/269428	3.45e-14	3	38	2.22e-10	2.16e-10	2.21e-10	7.39e-12	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G377700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3B02G481000, TraesCS3B02G547300, TraesCS3D02G260300, TraesCS3D02G438600, TraesCS3D02G493700, TraesCS4B02G297300, TraesCS4D02G296200, TraesCS5D02G187500, TraesCS5D02G408200, TraesCS6A02G228900, TraesCS6A02G283500, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G152700, TraesCS6D02G264000, TraesCS6D02G375700, TraesCS7A02G241100, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100
GO:0006468	BP	e	protein phosphorylation       	23/174	5320/269428	9.79e-13	7	23	6.29e-09	6.13e-09	6.25e-09	1.75e-10	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3B02G481000, TraesCS3D02G438600, TraesCS5D02G187500, TraesCS6A02G228900, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100
GO:0016310	BP	e	phosphorylation               	23/174	5835/269428	6.22e-12	5	23	3.99e-08	3.89e-08	3.97e-08	9.99e-10	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3B02G481000, TraesCS3D02G438600, TraesCS5D02G187500, TraesCS6A02G228900, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100
GO:0006032	BP	e	chitin catabolic process      	6/174	77/269428	1.52e-11	7	6	9.75e-08	9.51e-08	9.69e-08	1.99e-09	TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS3D02G260300, TraesCS5D02G408200
GO:0006026	BP	e	aminoglycan catabolic process 	6/174	77/269428	1.52e-11	5	6	9.75e-08	9.51e-08	9.69e-08	1.99e-09	TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS3D02G260300, TraesCS5D02G408200
GO:0046348	BP	e	amino sugar catabolic process 	6/174	77/269428	1.52e-11	5	6	9.75e-08	9.51e-08	9.69e-08	1.99e-09	TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS3D02G260300, TraesCS5D02G408200
GO:1901072	BP	e	glucosamine-containing compound catabolic process	6/174	77/269428	1.52e-11	6	6	9.75e-08	9.51e-08	9.69e-08	1.99e-09	TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS3D02G260300, TraesCS5D02G408200
GO:0006022	BP	e	aminoglycan metabolic process 	6/174	77/269428	1.52e-11	4	6	9.75e-08	9.51e-08	9.69e-08	1.99e-09	TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS3D02G260300, TraesCS5D02G408200
GO:0006030	BP	e	chitin metabolic process      	6/174	77/269428	1.52e-11	6	6	9.75e-08	9.51e-08	9.69e-08	1.99e-09	TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS3D02G260300, TraesCS5D02G408200
GO:1901071	BP	e	glucosamine-containing compound metabolic process	6/174	80/269428	1.92e-11	5	6	1.23e-07	1.2e-07	1.22e-07	2.46e-09	TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS3D02G260300, TraesCS5D02G408200
GO:0042737	BP	e	drug catabolic process        	11/174	874/269428	1.96e-11	4	11	1.26e-07	1.22e-07	1.25e-07	2.46e-09	TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS2A02G107600, TraesCS2B02G124800, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS3D02G260300, TraesCS5D02G408200, TraesCS6D02G255200
GO:0016998	BP	e	cell wall macromolecule catabolic process	6/174	87/269428	3.22e-11	6	6	2.07e-07	2.01e-07	2.05e-07	3.97e-09	TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS3D02G260300, TraesCS5D02G408200
GO:0006040	BP	e	amino sugar metabolic process 	6/174	98/269428	6.66e-11	4	6	4.28e-07	4.17e-07	4.25e-07	7.93e-09	TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS3D02G260300, TraesCS5D02G408200
GO:0036211	BP	e	protein modification process  	24/174	7545/269428	1.63e-10	5	24	1.05e-06	1.02e-06	1.04e-06	1.78e-08	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G377700, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3B02G481000, TraesCS3D02G438600, TraesCS5D02G187500, TraesCS6A02G228900, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100
GO:0006464	BP	e	cellular protein modification process	24/174	7545/269428	1.63e-10	6	24	1.05e-06	1.02e-06	1.04e-06	1.78e-08	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G377700, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3B02G481000, TraesCS3D02G438600, TraesCS5D02G187500, TraesCS6A02G228900, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100
GO:1901136	BP	e	carbohydrate derivative catabolic process	6/174	122/269428	2.53e-10	4	6	1.62e-06	1.58e-06	1.61e-06	2.71e-08	TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS3D02G260300, TraesCS5D02G408200
GO:0043412	BP	e	macromolecule modification    	24/174	7971/269428	4.84e-10	4	24	3.11e-06	3.03e-06	3.08e-06	5.1e-08	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G377700, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3B02G481000, TraesCS3D02G438600, TraesCS5D02G187500, TraesCS6A02G228900, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100
GO:0044036	BP	e	cell wall macromolecule metabolic process	7/174	278/269428	8.45e-10	5	7	5.43e-06	5.29e-06	5.38e-06	8.75e-08	TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS3D02G260300, TraesCS5D02G408200, TraesCS7A02G427100
GO:0044267	BP	e	cellular protein metabolic process	25/174	8989/269428	1.02e-09	5	25	6.55e-06	6.38e-06	6.48e-06	1.04e-07	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G377700, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3B02G481000, TraesCS3D02G438600, TraesCS5D02G187500, TraesCS6A02G228900, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100
GO:0017144	BP	e	drug metabolic process        	11/174	1419/269428	3.06e-09	3	11	1.97e-05	1.92e-05	1.95e-05	3.03e-07	TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS2A02G107600, TraesCS2B02G124800, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS3D02G260300, TraesCS5D02G408200, TraesCS6D02G255200
GO:0019538	BP	e	protein metabolic process     	27/174	11492/269428	7.35e-09	4	27	4.72e-05	4.6e-05	4.67e-05	7.05e-07	TraesCS1A02G006300, TraesCS1A02G017900, TraesCS1A02G018000, TraesCS1B02G006500, TraesCS1B02G007100, TraesCS1B02G377700, TraesCS1D02G430800, TraesCS2A02G107000, TraesCS2B02G084000, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3A02G039200, TraesCS3B02G481000, TraesCS3D02G438600, TraesCS5D02G187500, TraesCS6A02G228900, TraesCS6A02G283500, TraesCS6A02G385000, TraesCS6A02G406500, TraesCS6B02G152700, TraesCS6D02G264000, TraesCS6D02G375700, TraesCS7A02G434100, TraesCS7B02G378300, TraesCS7B02G415600, TraesCS7D02G036700, TraesCS7D02G161100
GO:0005986	BP	e	sucrose biosynthetic process  	3/174	9/269428	2.22e-08	7	3	0.000142	0.000139	0.000141	2.1e-06	TraesCS1A02G088600, TraesCS1B02G107600, TraesCS1D02G090000
GO:0009056	BP	e	catabolic process             	12/174	2475/269428	9.77e-08	2	12	0.000628	0.000612	0.000621	9.1e-06	TraesCS1A02G203600, TraesCS1A02G203700, TraesCS1D02G207000, TraesCS1D02G207100, TraesCS2A02G107600, TraesCS2B02G124800, TraesCS2D02G107600, TraesCS2D02G107800, TraesCS3D02G260300, TraesCS5D02G408200, TraesCS6D02G255200, TraesCS7D02G207300
