GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_bonferroni	p_sidak	p_holm	p_fdr_bh	study_items
GO:0043436	BP	e	oxoacid metabolic process     	11/180	1918/269428	9.11e-08	4	11	0.000585	0.000571	0.000582	1.54e-05	TraesCS1B02G233200, TraesCS1D02G141800, TraesCS2D02G493600, TraesCS3A02G305400, TraesCS3D02G022200, TraesCS3D02G192800, TraesCS4D02G263500, TraesCS5A02G375000, TraesCS5B02G042800, TraesCS5B02G376900, TraesCS7B02G044200
GO:0006082	BP	e	organic acid metabolic process	11/180	1927/269428	9.54e-08	3	11	0.000613	0.000598	0.00061	1.57e-05	TraesCS1B02G233200, TraesCS1D02G141800, TraesCS2D02G493600, TraesCS3A02G305400, TraesCS3D02G022200, TraesCS3D02G192800, TraesCS4D02G263500, TraesCS5A02G375000, TraesCS5B02G042800, TraesCS5B02G376900, TraesCS7B02G044200
GO:0044281	BP	e	small molecule metabolic process	13/180	3082/269428	2.05e-07	2	13	0.00132	0.00128	0.00131	3.21e-05	TraesCS1B02G233200, TraesCS1D02G141800, TraesCS2D02G493600, TraesCS3A02G305400, TraesCS3D02G022200, TraesCS3D02G192800, TraesCS3D02G493700, TraesCS4D02G263500, TraesCS5A02G375000, TraesCS5B02G042800, TraesCS5B02G376900, TraesCS7B02G044200, TraesCS7D02G073400
GO:0055114	BP	e	oxidation-reduction process   	18/180	6545/269428	5.14e-07	2	18	0.0033	0.00322	0.00328	7.68e-05	TraesCS2A02G026600, TraesCS3A02G035300, TraesCS4A02G357200, TraesCS4B02G311100, TraesCS4D02G035200, TraesCS5B02G224900, TraesCS5D02G233800, TraesCS5D02G540800, TraesCS5D02G565100, TraesCS6A02G173700, TraesCS6B02G158300, TraesCS6B02G353200, TraesCS6D02G048300, TraesCS7A02G141000, TraesCS7A02G246700, TraesCS7A02G523800, TraesCS7A02G536900, TraesCS7B02G044200
GO:0009816	BP	e	defense response to bacterium, incompatible interaction	3/180	27/269428	8.48e-07	8	3	0.00545	0.00531	0.00541	0.000118	TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G376900
GO:0019544	BP	e	arginine catabolic process to glutamate	2/180	3/269428	1.33e-06	11	2	0.00855	0.00834	0.00849	0.000171	TraesCS5A02G375000, TraesCS5B02G376900
GO:0009413	BP	e	response to flooding          	2/180	3/269428	1.33e-06	5	2	0.00855	0.00834	0.00849	0.000171	TraesCS5A02G375000, TraesCS5B02G376900
GO:0006593	BP	e	ornithine catabolic process   	2/180	3/269428	1.33e-06	9	2	0.00855	0.00834	0.00849	0.000171	TraesCS5A02G375000, TraesCS5B02G376900
GO:0006457	BP	e	protein folding               	5/180	327/269428	3.2e-06	2	5	0.0205	0.02	0.0204	0.000395	TraesCS6A02G101800, TraesCS6B02G058300, TraesCS6B02G129800, TraesCS6D02G090200, TraesCS7B02G446900
GO:1901607	BP	e	alpha-amino acid biosynthetic process	5/180	327/269428	3.2e-06	8	5	0.0205	0.02	0.0204	0.000395	TraesCS1D02G141800, TraesCS2D02G493600, TraesCS4D02G263500, TraesCS5A02G375000, TraesCS5B02G376900
GO:0009058	BP	e	biosynthetic process          	18/180	7587/269428	4.04e-06	2	18	0.026	0.0253	0.0258	0.00049	TraesCS1B02G107600, TraesCS1B02G233200, TraesCS1D02G141800, TraesCS2A02G101400, TraesCS2D02G177700, TraesCS2D02G493600, TraesCS2D02G572300, TraesCS3A02G056000, TraesCS3A02G305400, TraesCS3A02G339600, TraesCS3D02G493700, TraesCS4D02G263500, TraesCS5A02G375000, TraesCS5B02G042800, TraesCS5B02G376900, TraesCS5D02G540800, TraesCS6A02G173700, TraesCS7A02G442500
GO:0051646	BP	e	mitochondrion localization    	2/180	6/269428	6.65e-06	4	2	0.0427	0.0416	0.0423	0.000776	TraesCS5A02G375000, TraesCS5B02G376900
GO:0008652	BP	e	cellular amino acid biosynthetic process	5/180	391/269428	7.58e-06	7	5	0.0487	0.0475	0.0483	0.00087	TraesCS1D02G141800, TraesCS2D02G493600, TraesCS4D02G263500, TraesCS5A02G375000, TraesCS5B02G376900
GO:0009084	BP	e	glutamine family amino acid biosynthetic process	3/180	64/269428	1.19e-05	9	3	0.0762	0.0743	0.0755	0.00134	TraesCS1D02G141800, TraesCS5A02G375000, TraesCS5B02G376900
GO:1901566	BP	e	organonitrogen compound biosynthetic process	10/180	2654/269428	1.42e-05	4	10	0.0913	0.089	0.0904	0.00155	TraesCS1B02G233200, TraesCS1D02G141800, TraesCS2D02G493600, TraesCS2D02G572300, TraesCS3D02G493700, TraesCS4D02G263500, TraesCS5A02G375000, TraesCS5B02G042800, TraesCS5B02G376900, TraesCS7A02G442500
GO:0055129	BP	e	L-proline biosynthetic process	2/180	10/269428	1.99e-05	11	2	0.128	0.125	0.127	0.0021	TraesCS5A02G375000, TraesCS5B02G376900
GO:1901360	BP	e	organic cyclic compound metabolic process	16/180	6937/269428	2e-05	3	16	0.128	0.125	0.127	0.0021	TraesCS1B02G233200, TraesCS2A02G101400, TraesCS2D02G493600, TraesCS3A02G056000, TraesCS3A02G339600, TraesCS3B02G039700, TraesCS3D02G022200, TraesCS3D02G192800, TraesCS3D02G493700, TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G042800, TraesCS5B02G376900, TraesCS5D02G540800, TraesCS6A02G173700, TraesCS7D02G073400
GO:1901576	BP	e	organic substance biosynthetic process	16/180	7164/269428	2.93e-05	3	16	0.189	0.184	0.187	0.00299	TraesCS1B02G107600, TraesCS1B02G233200, TraesCS1D02G141800, TraesCS2A02G101400, TraesCS2D02G493600, TraesCS2D02G572300, TraesCS3A02G056000, TraesCS3A02G339600, TraesCS3D02G493700, TraesCS4D02G263500, TraesCS5A02G375000, TraesCS5B02G042800, TraesCS5B02G376900, TraesCS5D02G540800, TraesCS6A02G173700, TraesCS7A02G442500
GO:0014070	BP	e	response to organic cyclic compound	3/180	89/269428	3.19e-05	4	3	0.205	0.2	0.203	0.0032	TraesCS5A02G375000, TraesCS5B02G145900, TraesCS5B02G376900
GO:0006796	BP	e	phosphate-containing compound metabolic process	16/180	7290/269428	3.61e-05	4	16	0.232	0.226	0.229	0.00357	TraesCS1A02G433500, TraesCS1B02G107600, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3D02G192800, TraesCS3D02G312000, TraesCS3D02G438600, TraesCS3D02G493700, TraesCS4A02G187300, TraesCS5B02G428400, TraesCS6A02G058500, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G040400, TraesCS7B02G333700
GO:0006793	BP	e	phosphorus metabolic process  	16/180	7310/269428	3.73e-05	3	16	0.239	0.233	0.237	0.00363	TraesCS1A02G433500, TraesCS1B02G107600, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3D02G192800, TraesCS3D02G312000, TraesCS3D02G438600, TraesCS3D02G493700, TraesCS4A02G187300, TraesCS5B02G428400, TraesCS6A02G058500, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G040400, TraesCS7B02G333700
GO:0006591	BP	e	ornithine metabolic process   	2/180	14/269428	4.02e-05	8	2	0.258	0.252	0.255	0.00374	TraesCS5A02G375000, TraesCS5B02G376900
GO:0006429	BP	e	leucyl-tRNA aminoacylation    	2/180	14/269428	4.02e-05	11	2	0.258	0.252	0.255	0.00374	TraesCS1B02G233200, TraesCS5B02G042800
GO:1901605	BP	e	alpha-amino acid metabolic process	5/180	567/269428	4.46e-05	7	5	0.286	0.279	0.283	0.00409	TraesCS1D02G141800, TraesCS2D02G493600, TraesCS4D02G263500, TraesCS5A02G375000, TraesCS5B02G376900
GO:0046483	BP	e	heterocycle metabolic process 	15/180	6661/269428	4.78e-05	3	15	0.307	0.3	0.304	0.00433	TraesCS1B02G233200, TraesCS2A02G101400, TraesCS2D02G493600, TraesCS3A02G056000, TraesCS3A02G339600, TraesCS3B02G039700, TraesCS3D02G022200, TraesCS3D02G192800, TraesCS3D02G493700, TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G042800, TraesCS5B02G376900, TraesCS7A02G536900, TraesCS7D02G073400
GO:0009814	BP	e	defense response, incompatible interaction	3/180	105/269428	5.23e-05	7	3	0.336	0.327	0.332	0.00466	TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G376900
GO:0006561	BP	e	proline biosynthetic process  	2/180	16/269428	5.29e-05	10	2	0.34	0.332	0.336	0.00466	TraesCS5A02G375000, TraesCS5B02G376900
GO:0006527	BP	e	arginine catabolic process    	2/180	17/269428	6e-05	10	2	0.385	0.376	0.381	0.00521	TraesCS5A02G375000, TraesCS5B02G376900
GO:0065008	BP	e	regulation of biological quality	6/180	1035/269428	7.8e-05	2	6	0.501	0.489	0.495	0.00626	TraesCS1B02G233200, TraesCS2D02G493600, TraesCS3A02G313200, TraesCS4A02G130300, TraesCS5B02G042800, TraesCS7A02G536900
GO:0044249	BP	e	cellular biosynthetic process 	15/180	6986/269428	8.11e-05	3	15	0.521	0.508	0.514	0.00643	TraesCS1B02G107600, TraesCS1B02G233200, TraesCS1D02G141800, TraesCS2A02G101400, TraesCS2D02G493600, TraesCS2D02G572300, TraesCS3A02G056000, TraesCS3A02G339600, TraesCS3D02G493700, TraesCS4D02G263500, TraesCS5A02G375000, TraesCS5B02G042800, TraesCS5B02G376900, TraesCS6A02G173700, TraesCS7A02G442500
GO:0106074	BP	e	aminoacyl-tRNA metabolism involved in translational fidelity	2/180	21/269428	9.24e-05	9	2	0.594	0.579	0.586	0.00724	TraesCS1B02G233200, TraesCS5B02G042800
GO:0043170	BP	e	macromolecule metabolic process	26/180	17252/269428	9.65e-05	3	26	0.62	0.604	0.612	0.0074	TraesCS1A02G433500, TraesCS1B02G233200, TraesCS2A02G022700, TraesCS2A02G101400, TraesCS2D02G571100, TraesCS2D02G572300, TraesCS2D02G572600, TraesCS3A02G040800, TraesCS3A02G056000, TraesCS3A02G283600, TraesCS3A02G339600, TraesCS3B02G039700, TraesCS3D02G022200, TraesCS3D02G438600, TraesCS4A02G187300, TraesCS4B02G062500, TraesCS5A02G321300, TraesCS5B02G042800, TraesCS5B02G428400, TraesCS6A02G058500, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G347800, TraesCS7A02G427100, TraesCS7B02G333700
GO:0019538	BP	e	protein metabolic process     	20/180	11492/269428	9.67e-05	4	20	0.621	0.606	0.613	0.0074	TraesCS1A02G433500, TraesCS1B02G233200, TraesCS2A02G022700, TraesCS2D02G571100, TraesCS2D02G572300, TraesCS2D02G572600, TraesCS3A02G040800, TraesCS3A02G283600, TraesCS3D02G438600, TraesCS4A02G187300, TraesCS4B02G062500, TraesCS5A02G321300, TraesCS5B02G042800, TraesCS5B02G428400, TraesCS6A02G058500, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7A02G347800, TraesCS7B02G333700
GO:0042538	BP	e	hyperosmotic salinity response	2/180	22/269428	0.000102	5	2	0.653	0.637	0.644	0.00751	TraesCS5A02G375000, TraesCS5B02G376900
GO:0006560	BP	e	proline metabolic process     	2/180	22/269428	0.000102	9	2	0.653	0.637	0.644	0.00751	TraesCS5A02G375000, TraesCS5B02G376900
GO:0045087	BP	e	innate immune response        	3/180	134/269428	0.000108	6	3	0.693	0.675	0.683	0.00787	TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G376900
GO:0009065	BP	e	glutamine family amino acid catabolic process	2/180	23/269428	0.000111	9	2	0.715	0.697	0.705	0.00803	TraesCS5A02G375000, TraesCS5B02G376900
GO:0006955	BP	e	immune response               	3/180	136/269428	0.000113	2	3	0.724	0.705	0.714	0.00804	TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G376900
GO:0006450	BP	e	regulation of translational fidelity	2/180	24/269428	0.000121	3	2	0.78	0.76	0.769	0.00852	TraesCS1B02G233200, TraesCS5B02G042800
GO:0051179	BP	e	localization                  	13/180	5636/269428	0.000122	1	13	0.784	0.764	0.773	0.00852	TraesCS2D02G572700, TraesCS3D02G356300, TraesCS4A02G130300, TraesCS4D02G026800, TraesCS5A02G375000, TraesCS5B02G145900, TraesCS5B02G197300, TraesCS5B02G376900, TraesCS6B02G128000, TraesCS7A02G118900, TraesCS7A02G345500, TraesCS7D02G114200, TraesCS7D02G449400
GO:0006972	BP	e	hyperosmotic response         	2/180	25/269428	0.000132	4	2	0.847	0.826	0.835	0.00911	TraesCS5A02G375000, TraesCS5B02G376900
GO:0042742	BP	e	defense response to bacterium 	3/180	153/269428	0.000159	6	3	1	0.998	1	0.0109	TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G376900
GO:0009741	BP	e	response to brassinosteroid   	2/180	28/269428	0.000166	5	2	1	1	1	0.0112	TraesCS5A02G375000, TraesCS5B02G376900
GO:0009064	BP	e	glutamine family amino acid metabolic process	3/180	160/269428	0.000182	8	3	1	1	1	0.012	TraesCS1D02G141800, TraesCS5A02G375000, TraesCS5B02G376900
GO:0006536	BP	e	glutamate metabolic process   	2/180	31/269428	0.000204	9	2	1	1	1	0.0134	TraesCS5A02G375000, TraesCS5B02G376900
GO:0002376	BP	e	immune system process         	3/180	168/269428	0.00021	1	3	1	1	1	0.0136	TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G376900
GO:1901565	BP	e	organonitrogen compound catabolic process	4/180	428/269428	0.000213	4	4	1	1	1	0.0136	TraesCS2A02G022700, TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G376900
GO:0006725	BP	e	cellular aromatic compound metabolic process	14/180	6796/269428	0.000214	3	14	1	1	1	0.0136	TraesCS1B02G233200, TraesCS2A02G101400, TraesCS2D02G493600, TraesCS3A02G056000, TraesCS3A02G339600, TraesCS3B02G039700, TraesCS3D02G022200, TraesCS3D02G192800, TraesCS3D02G493700, TraesCS4B02G311100, TraesCS5B02G042800, TraesCS6A02G173700, TraesCS7A02G536900, TraesCS7D02G073400
GO:1901575	BP	e	organic substance catabolic process	7/180	1785/269428	0.000221	3	7	1	1	1	0.0139	TraesCS2A02G022700, TraesCS3B02G039700, TraesCS3D02G192800, TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G376900, TraesCS7B02G044200
GO:0009617	BP	e	response to bacterium         	3/180	174/269428	0.000233	5	3	1	1	1	0.0145	TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G376900
GO:0009056	BP	e	catabolic process             	8/180	2475/269428	0.000291	2	8	1	1	1	0.0176	TraesCS2A02G022700, TraesCS3B02G039700, TraesCS3D02G192800, TraesCS4B02G311100, TraesCS5A02G375000, TraesCS5B02G376900, TraesCS6D02G048300, TraesCS7B02G044200
GO:0046395	BP	e	carboxylic acid catabolic process	3/180	193/269428	0.000315	6	3	1	1	1	0.0186	TraesCS5A02G375000, TraesCS5B02G376900, TraesCS7B02G044200
GO:0016054	BP	e	organic acid catabolic process	3/180	193/269428	0.000315	4	3	1	1	1	0.0186	TraesCS5A02G375000, TraesCS5B02G376900, TraesCS7B02G044200
GO:0046394	BP	e	carboxylic acid biosynthetic process	5/180	867/269428	0.000319	6	5	1	1	1	0.0186	TraesCS1D02G141800, TraesCS2D02G493600, TraesCS4D02G263500, TraesCS5A02G375000, TraesCS5B02G376900
GO:0016053	BP	e	organic acid biosynthetic process	5/180	867/269428	0.000319	4	5	1	1	1	0.0186	TraesCS1D02G141800, TraesCS2D02G493600, TraesCS4D02G263500, TraesCS5A02G375000, TraesCS5B02G376900
GO:0006525	BP	e	arginine metabolic process    	2/180	47/269428	0.00047	9	2	1	1	1	0.0265	TraesCS5A02G375000, TraesCS5B02G376900
GO:0006418	BP	e	tRNA aminoacylation for protein translation	3/180	232/269428	0.000538	10	3	1	1	1	0.0297	TraesCS1B02G233200, TraesCS3D02G022200, TraesCS5B02G042800
GO:0009753	BP	e	response to jasmonic acid     	2/180	53/269428	0.000598	5	2	1	1	1	0.0323	TraesCS5A02G375000, TraesCS5B02G376900
GO:0016310	BP	e	phosphorylation               	12/180	5835/269428	0.000615	5	12	1	1	1	0.0324	TraesCS1A02G433500, TraesCS2D02G571100, TraesCS2D02G572600, TraesCS3D02G192800, TraesCS3D02G438600, TraesCS4A02G187300, TraesCS5B02G428400, TraesCS6A02G058500, TraesCS6A02G385000, TraesCS6B02G152700, TraesCS6D02G375700, TraesCS7B02G333700
