##Databases: KEGG PATHWAY
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Pyruvate metabolism	KEGG PATHWAY	osa00620	3	79	0.0533149277694	0.152328365055	4326249|4337406|4340640	http://www.genome.jp/kegg-bin/show_pathway?osa00620/osa:4326249%09red/osa:4340640%09red/osa:4337406%09red
alpha-Linolenic acid metabolism	KEGG PATHWAY	osa00592	2	39	0.0670670901097	0.182910245754	4333862|4332121	http://www.genome.jp/kegg-bin/show_pathway?osa00592/osa:4332121%09red/osa:4333862%09red
Pentose and glucuronate interconversions	KEGG PATHWAY	osa00040	2	41	0.0728818597077	0.190126590542	4344059|4333156	http://www.genome.jp/kegg-bin/show_pathway?osa00040/osa:4344059%09red/osa:4333156%09red
Alanine, aspartate and glutamate metabolism	KEGG PATHWAY	osa00250	2	43	0.0788521588603	0.197130397151	4328220|4348524	http://www.genome.jp/kegg-bin/show_pathway?osa00250/osa:4348524%09red/osa:4328220%09red
Vitamin B6 metabolism	KEGG PATHWAY	osa00750	1	8	0.0892598159855	0.205984190736	4349122	http://www.genome.jp/kegg-bin/show_pathway?osa00750/osa:4349122%09red
Glycosaminoglycan degradation	KEGG PATHWAY	osa00531	1	8	0.0892598159855	0.205984190736	4326815	http://www.genome.jp/kegg-bin/show_pathway?osa00531/osa:4326815%09red
Citrate cycle (TCA cycle)	KEGG PATHWAY	osa00020	2	51	0.104116863488	0.231370807752	4326249|4340640	http://www.genome.jp/kegg-bin/show_pathway?osa00020/osa:4326249%09red/osa:4340640%09red
Arachidonic acid metabolism	KEGG PATHWAY	osa00590	1	10	0.107990524345	0.231408266453	4333862	http://www.genome.jp/kegg-bin/show_pathway?osa00590/osa:4333862%09red
Glycolysis / Gluconeogenesis	KEGG PATHWAY	osa00010	3	123	0.142184924002	0.288615203361	4328435|4337406|4340640	http://www.genome.jp/kegg-bin/show_pathway?osa00010/osa:4340640%09red/osa:4337406%09red/osa:4328435%09red
One carbon pool by folate	KEGG PATHWAY	osa00670	1	14	0.14430760168	0.288615203361	4337051	http://www.genome.jp/kegg-bin/show_pathway?osa00670/osa:4337051%09red
Nicotinate and nicotinamide metabolism	KEGG PATHWAY	osa00760	1	15	0.153154147979	0.296427383186	4328220	http://www.genome.jp/kegg-bin/show_pathway?osa00760/osa:4328220%09red
Biotin metabolism	KEGG PATHWAY	osa00780	1	20	0.196037756746	0.3675707939	4343906	http://www.genome.jp/kegg-bin/show_pathway?osa00780/osa:4343906%09red
Peroxisome	KEGG PATHWAY	osa04146	2	80	0.207949407987	0.375138882883	4333336|4342420	http://www.genome.jp/kegg-bin/show_pathway?osa04146/osa:4333336%09red/osa:4342420%09red
Ether lipid metabolism	KEGG PATHWAY	osa00565	1	22	0.2125787003	0.375138882883	4333862	http://www.genome.jp/kegg-bin/show_pathway?osa00565/osa:4333862%09red
Steroid biosynthesis	KEGG PATHWAY	osa00100	1	26	0.244649648935	0.419399398175	4331540	http://www.genome.jp/kegg-bin/show_pathway?osa00100/osa:4331540%09red
Carotenoid biosynthesis	KEGG PATHWAY	osa00906	1	27	0.252461794559	0.420769657599	107276001	http://www.genome.jp/kegg-bin/show_pathway?osa00906/osa:107276001%09red
N-Glycan biosynthesis	KEGG PATHWAY	osa00510	1	34	0.304937182261	0.476616069598	4335701	http://www.genome.jp/kegg-bin/show_pathway?osa00510/osa:4335701%09red
Ubiquinone and other terpenoid-quinone biosynthesis	KEGG PATHWAY	osa00130	1	35	0.312127639855	0.476616069598	4331897	http://www.genome.jp/kegg-bin/show_pathway?osa00130/osa:4331897%09red
Protein processing in endoplasmic reticulum	KEGG PATHWAY	osa04141	3	189	0.318955688953	0.476616069598	4342826|4335701|4328075	http://www.genome.jp/kegg-bin/show_pathway?osa04141/osa:4328075%09red/osa:4342826%09red/osa:4335701%09red
Amino sugar and nucleotide sugar metabolism	KEGG PATHWAY	osa00520	2	111	0.326082112645	0.476616069598	4333156|4347638	http://www.genome.jp/kegg-bin/show_pathway?osa00520/osa:4333156%09red/osa:4347638%09red
Plant-pathogen interaction	KEGG PATHWAY	osa04626	2	112	0.329859606279	0.476616069598	4339701|4328006	http://www.genome.jp/kegg-bin/show_pathway?osa04626/osa:4339701%09red/osa:4328006%09red
Aminoacyl-tRNA biosynthesis	KEGG PATHWAY	osa00970	2	113	0.333631248719	0.476616069598	4326551|4348211	http://www.genome.jp/kegg-bin/show_pathway?osa00970/osa:4326551%09red/osa:4348211%09red
Mismatch repair	KEGG PATHWAY	osa03430	1	40	0.346982674634	0.484161871582	4334389	http://www.genome.jp/kegg-bin/show_pathway?osa03430/osa:4334389%09red
Fatty acid biosynthesis	KEGG PATHWAY	osa00061	1	42	0.360426545799	0.489392864793	4343906	http://www.genome.jp/kegg-bin/show_pathway?osa00061/osa:4343906%09red
Phosphatidylinositol signaling system	KEGG PATHWAY	osa04070	1	43	0.367044648595	0.489392864793	4333768	http://www.genome.jp/kegg-bin/show_pathway?osa04070/osa:4333768%09red
2-Oxocarboxylic acid metabolism	KEGG PATHWAY	osa01210	1	46	0.386492117558	0.504120153337	4348524	http://www.genome.jp/kegg-bin/show_pathway?osa01210/osa:4348524%09red
Pentose phosphate pathway	KEGG PATHWAY	osa00030	1	51	0.417589709863	0.521987137329	4342543	http://www.genome.jp/kegg-bin/show_pathway?osa00030/osa:4342543%09red
DNA replication	KEGG PATHWAY	osa03030	1	51	0.417589709863	0.521987137329	4334389	http://www.genome.jp/kegg-bin/show_pathway?osa03030/osa:4334389%09red
Galactose metabolism	KEGG PATHWAY	osa00052	1	53	0.42958415075	0.522586440696	4347638	http://www.genome.jp/kegg-bin/show_pathway?osa00052/osa:4347638%09red
Protein export	KEGG PATHWAY	osa03060	1	54	0.43548870058	0.522586440696	4328075	http://www.genome.jp/kegg-bin/show_pathway?osa03060/osa:4328075%09red
Glycine, serine and threonine metabolism	KEGG PATHWAY	osa00260	1	57	0.452839249104	0.532752057769	4337051	http://www.genome.jp/kegg-bin/show_pathway?osa00260/osa:4337051%09red
Nucleotide excision repair	KEGG PATHWAY	osa03420	1	66	0.501765250651	0.578959904597	4334389	http://www.genome.jp/kegg-bin/show_pathway?osa03420/osa:4334389%09red
Fatty acid metabolism	KEGG PATHWAY	osa01212	1	68	0.512031018245	0.579657756504	4343906	http://www.genome.jp/kegg-bin/show_pathway?osa01212/osa:4343906%09red
Glycerophospholipid metabolism	KEGG PATHWAY	osa00564	1	71	0.527035620319	0.585595133688	4333862	http://www.genome.jp/kegg-bin/show_pathway?osa00564/osa:4333862%09red
Phagosome	KEGG PATHWAY	osa04145	1	77	0.555678879163	0.606195140905	4342826	http://www.genome.jp/kegg-bin/show_pathway?osa04145/osa:4342826%09red
Plant hormone signal transduction	KEGG PATHWAY	osa04075	2	184	0.574592121498	0.615634415891	4345625|4333824	http://www.genome.jp/kegg-bin/show_pathway?osa04075/osa:4333824%09red/osa:4345625%09red
RNA degradation	KEGG PATHWAY	osa03018	1	97	0.639237805893	0.67288190094	9270165	http://www.genome.jp/kegg-bin/show_pathway?osa03018/osa:9270165%09red
Pyrimidine metabolism	KEGG PATHWAY	osa00240	1	110	0.684949231241	0.708568170249	4339815	http://www.genome.jp/kegg-bin/show_pathway?osa00240/osa:4339815%09red
Phenylpropanoid biosynthesis	KEGG PATHWAY	osa00940	1	125	0.730563025967	0.742945450136	4328841	http://www.genome.jp/kegg-bin/show_pathway?osa00940/osa:4328841%09red
Starch and sucrose metabolism	KEGG PATHWAY	osa00500	1	159	0.811037130931	0.811037130931	4333156	http://www.genome.jp/kegg-bin/show_pathway?osa00500/osa:4333156%09red

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------
