##Databases: KEGG PATHWAY
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Ribosome	KEGG PATHWAY	osa03010	27	337	8.83680983746e-05	0.000763179031417	4334247|4328932|4334555|4334131|4334651|4332773|4331459|4331189|4333848|4327541|4333317|4333233|4325273|4326593|4339443|4332089|9272428|4331942|4340027|4334749|4332348|4327257|4325555|4332466|4337526|4341664|4332868	http://www.genome.jp/kegg-bin/show_pathway?osa03010/osa:4327541%09red/osa:4332089%09red/osa:4327257%09red/osa:4334555%09red/osa:4325555%09red/osa:4332466%09red/osa:4334247%09red/osa:4334749%09red/osa:4333317%09red/osa:4326593%09red/osa:4341664%09red/osa:4331189%09red/osa:4332348%09red/osa:4331459%09red/osa:4339443%09red/osa:4331942%09red/osa:4337526%09red/osa:4325273%09red/osa:4334651%09red/osa:4332773%09red/osa:9272428%09red/osa:4334131%09red/osa:4333233%09red/osa:4332868%09red/osa:4340027%09red/osa:4328932%09red/osa:4333848%09red
Glutathione metabolism	KEGG PATHWAY	osa00480	11	73	9.85127936768e-05	0.000779892949941	4340341|4332455|4331719|4343183|4334347|4329889|4336886|4330235|4329643|4333103|4331535	http://www.genome.jp/kegg-bin/show_pathway?osa00480/osa:4334347%09red/osa:4330235%09red/osa:4333103%09red/osa:4331535%09red/osa:4343183%09red/osa:4336886%09red/osa:4332455%09red/osa:4331719%09red/osa:4329889%09red/osa:4329643%09red/osa:4340341%09red
Glycolysis / Gluconeogenesis	KEGG PATHWAY	osa00010	14	123	0.000182657745083	0.00133480659868	4349966|4333895|4341770|4334290|4345685|4326980|4349897|4347691|4346747|4341496|4330149|4332364|4349782|4325211	http://www.genome.jp/kegg-bin/show_pathway?osa00010/osa:4332364%09red/osa:4325211%09red/osa:4345685%09red/osa:4330149%09red/osa:4341496%09red/osa:4347691%09red/osa:4349897%09red/osa:4346747%09red/osa:4349966%09red/osa:4334290%09red/osa:4341770%09red/osa:4333895%09red/osa:4326980%09red/osa:4349782%09red
Butanoate metabolism	KEGG PATHWAY	osa00650	6	21	0.000207651428488	0.00134745556527	4326312|4333932|4329690|4331418|4326136|4336983	http://www.genome.jp/kegg-bin/show_pathway?osa00650/osa:4326136%09red/osa:4331418%09red/osa:4326312%09red/osa:4336983%09red/osa:4329690%09red/osa:4333932%09red
Phenylpropanoid biosynthesis	KEGG PATHWAY	osa00940	14	125	0.000212756141885	0.00134745556527	4332925|4326948|4328841|4347962|4345996|4336388|4347963|4342251|4336306|4341935|4326375|4347547|4330407|4344277	http://www.genome.jp/kegg-bin/show_pathway?osa00940/osa:4347547%09red/osa:4342251%09red/osa:4326948%09red/osa:4341935%09red/osa:4336388%09red/osa:4332925%09red/osa:4345996%09red/osa:4347963%09red/osa:4347962%09red/osa:4326375%09red/osa:4330407%09red/osa:4336306%09red/osa:4328841%09red/osa:4344277%09red
Starch and sucrose metabolism	KEGG PATHWAY	osa00500	16	159	0.000239776284732	0.0014236716906	4345996|4344192|4334020|4334290|4341833|4336388|4347800|4333895|4346885|4346656|4330975|4347547|4326948|4328018|4341824|4324810	http://www.genome.jp/kegg-bin/show_pathway?osa00500/osa:4347547%09red/osa:4336388%09red/osa:4326948%09red/osa:4341824%09red/osa:4324810%09red/osa:4345996%09red/osa:4334020%09red/osa:4346885%09red/osa:4341833%09red/osa:4330975%09red/osa:4328018%09red/osa:4344192%09red/osa:4334290%09red/osa:4346656%09red/osa:4333895%09red/osa:4347800%09red
Ascorbate and aldarate metabolism	KEGG PATHWAY	osa00053	7	37	0.0005501265924	0.00307423683988	4349966|4336886|4352223|4348636|4351698|4329643|4330149	http://www.genome.jp/kegg-bin/show_pathway?osa00053/osa:4352223%09red/osa:4351698%09red/osa:4336886%09red/osa:4349966%09red/osa:4330149%09red/osa:4348636%09red/osa:4329643%09red
Galactose metabolism	KEGG PATHWAY	osa00052	8	53	0.000855354252223	0.00451436966451	4333895|4344351|4341833|4347800|4345925|4348988|4328018|4341824	http://www.genome.jp/kegg-bin/show_pathway?osa00052/osa:4344351%09red/osa:4348988%09red/osa:4345925%09red/osa:4328018%09red/osa:4341833%09red/osa:4341824%09red/osa:4333895%09red/osa:4347800%09red
Arachidonic acid metabolism	KEGG PATHWAY	osa00590	4	10	0.000904956403011	0.00452478201505	4333862|4340341|4334583|4330235	http://www.genome.jp/kegg-bin/show_pathway?osa00590/osa:4333862%09red/osa:4330235%09red/osa:4340341%09red/osa:4334583%09red
Biosynthesis of amino acids	KEGG PATHWAY	osa01230	17	207	0.00131419058823	0.0062424052941	4325651|4331468|4349782|4349897|4343946|4347691|4337272|4334316|4334048|4341496|4334640|4342210|4328147|4325211|4331761|4342543|4335430	http://www.genome.jp/kegg-bin/show_pathway?osa01230/osa:4334048%09red/osa:4335430%09red/osa:4325211%09red/osa:4328147%09red/osa:4337272%09red/osa:4341496%09red/osa:4347691%09red/osa:4349897%09red/osa:4349782%09red/osa:4334316%09red/osa:4343946%09red/osa:4331468%09red/osa:4342543%09red/osa:4342210%09red/osa:4334640%09red/osa:4325651%09red/osa:4331761%09red
Glycerolipid metabolism	KEGG PATHWAY	osa00561	7	46	0.00171210138596	0.00774522055555	4349966|4324401|4347099|4338045|4330149|4348988|4339242	http://www.genome.jp/kegg-bin/show_pathway?osa00561/osa:4348988%09red/osa:4330149%09red/osa:4339242%09red/osa:4324401%09red/osa:4349966%09red/osa:4347099%09red/osa:4338045%09red
Circadian rhythm - plant	KEGG PATHWAY	osa04712	5	24	0.00237865737304	0.0102714750199	4329738|4344399|4330868|4339663|4341923	http://www.genome.jp/kegg-bin/show_pathway?osa04712/osa:4329738%09red/osa:4339663%09red/osa:4330868%09red/osa:4341923%09red/osa:4344399%09red
Pyruvate metabolism	KEGG PATHWAY	osa00620	9	79	0.00248784309953	0.010275873672	4349966|4326769|4326980|4346332|4325531|4334274|4337361|4330149|4326136	http://www.genome.jp/kegg-bin/show_pathway?osa00620/osa:4326136%09red/osa:4334274%09red/osa:4330149%09red/osa:4346332%09red/osa:4349966%09red/osa:4337361%09red/osa:4325531%09red/osa:4326769%09red/osa:4326980%09red
Fatty acid metabolism	KEGG PATHWAY	osa01212	8	68	0.00355493230037	0.0140716070223	4324516|4337714|4335962|4330523|4337178|4334764|4326136|4340093	http://www.genome.jp/kegg-bin/show_pathway?osa01212/osa:4326136%09red/osa:4340093%09red/osa:4324516%09red/osa:4337714%09red/osa:4334764%09red/osa:4337178%09red/osa:4330523%09red/osa:4335962%09red
Carotenoid biosynthesis	KEGG PATHWAY	osa00906	5	27	0.00371788730808	0.0141279717707	4349290|4336753|4352846|4324196|4342137	http://www.genome.jp/kegg-bin/show_pathway?osa00906/osa:4324196%09red/osa:4352846%09red/osa:4349290%09red/osa:4342137%09red/osa:4336753%09red
Vitamin B6 metabolism	KEGG PATHWAY	osa00750	3	8	0.00484496758109	0.0177027661617	4349122|4328188|4325651	http://www.genome.jp/kegg-bin/show_pathway?osa00750/osa:4328188%09red/osa:4349122%09red/osa:4325651%09red
Alanine, aspartate and glutamate metabolism	KEGG PATHWAY	osa00250	6	43	0.00530361520059	0.0186608682984	4345962|4333932|4337272|4336983|4342210|4333815	http://www.genome.jp/kegg-bin/show_pathway?osa00250/osa:4333815%09red/osa:4345962%09red/osa:4337272%09red/osa:4336983%09red/osa:4342210%09red/osa:4333932%09red
Fructose and mannose metabolism	KEGG PATHWAY	osa00051	7	58	0.00550405568813	0.0186744746562	4341770|4349897|4347691|4337906|4341496|4332364|4325211	http://www.genome.jp/kegg-bin/show_pathway?osa00051/osa:4332364%09red/osa:4325211%09red/osa:4341496%09red/osa:4347691%09red/osa:4349897%09red/osa:4341770%09red/osa:4337906%09red
Inositol phosphate metabolism	KEGG PATHWAY	osa00562	6	47	0.00779419236633	0.0255326991311	4333967|4332497|4347691|4344166|4328439|4325211	http://www.genome.jp/kegg-bin/show_pathway?osa00562/osa:4332497%09red/osa:4328439%09red/osa:4325211%09red/osa:4333967%09red/osa:4347691%09red/osa:4344166%09red
Peroxisome	KEGG PATHWAY	osa04146	8	80	0.00859634889397	0.0272217714976	9268894|4346329|4345962|4334764|4337714|4342420|4331509|4333336	http://www.genome.jp/kegg-bin/show_pathway?osa04146/osa:4346329%09red/osa:4345962%09red/osa:4337714%09red/osa:4334764%09red/osa:4331509%09red/osa:4342420%09red/osa:9268894%09red/osa:4333336%09red
Ubiquinone and other terpenoid-quinone biosynthesis	KEGG PATHWAY	osa00130	5	35	0.00978662331451	0.0299912649961	4352791|4343702|4327859|4330407|4331897	http://www.genome.jp/kegg-bin/show_pathway?osa00130/osa:4327859%09red/osa:4331897%09red/osa:4330407%09red/osa:4352791%09red/osa:4343702%09red
Cyanoamino acid metabolism	KEGG PATHWAY	osa00460	5	36	0.0108499984071	0.0322109327711	4336388|4345996|4326948|4347547|4334048	http://www.genome.jp/kegg-bin/show_pathway?osa00460/osa:4347547%09red/osa:4334048%09red/osa:4326948%09red/osa:4345996%09red/osa:4336388%09red
Tryptophan metabolism	KEGG PATHWAY	osa00380	4	23	0.0112932038176	0.0325107382629	4326136|4349966|4331509|4330149	http://www.genome.jp/kegg-bin/show_pathway?osa00380/osa:4330149%09red/osa:4326136%09red/osa:4331509%09red/osa:4349966%09red
Fatty acid elongation	KEGG PATHWAY	osa00062	4	24	0.0128382624726	0.0358716157322	4324516|4340694|4332090|4332981	http://www.genome.jp/kegg-bin/show_pathway?osa00062/osa:4332090%09red/osa:4340694%09red/osa:4332981%09red/osa:4324516%09red
Valine, leucine and isoleucine degradation	KEGG PATHWAY	osa00280	5	40	0.0158884395091	0.0431257643817	4326136|4349966|4331418|4330149|4326980	http://www.genome.jp/kegg-bin/show_pathway?osa00280/osa:4330149%09red/osa:4326136%09red/osa:4331418%09red/osa:4349966%09red/osa:4326980%09red
One carbon pool by folate	KEGG PATHWAY	osa00670	3	14	0.0172340624748	0.0433879752045	4334048|4331294|4337051	http://www.genome.jp/kegg-bin/show_pathway?osa00670/osa:4334048%09red/osa:4331294%09red/osa:4337051%09red
Fatty acid degradation	KEGG PATHWAY	osa00071	5	41	0.0173551900818	0.0433879752045	4326136|4334764|4337714|4349966|4330149	http://www.genome.jp/kegg-bin/show_pathway?osa00071/osa:4330149%09red/osa:4326136%09red/osa:4337714%09red/osa:4349966%09red/osa:4334764%09red
Pentose and glucuronate interconversions	KEGG PATHWAY	osa00040	5	41	0.0173551900818	0.0433879752045	4349966|4344059|4331761|4347800|4330149	http://www.genome.jp/kegg-bin/show_pathway?osa00040/osa:4330149%09red/osa:4344059%09red/osa:4349966%09red/osa:4347800%09red/osa:4331761%09red
Fatty acid biosynthesis	KEGG PATHWAY	osa00061	5	42	0.0189088028533	0.0460599043863	4334764|4337714|4340093|4335962|4337178	http://www.genome.jp/kegg-bin/show_pathway?osa00061/osa:4334764%09red/osa:4340093%09red/osa:4337178%09red/osa:4335962%09red/osa:4337714%09red
Linoleic acid metabolism	KEGG PATHWAY	osa00591	3	15	0.020182839605	0.0473903119695	4333862|4352505|4333818	http://www.genome.jp/kegg-bin/show_pathway?osa00591/osa:4352505%09red/osa:4333862%09red/osa:4333818%09red
Lipoic acid metabolism	KEGG PATHWAY	osa00785	2	5	0.0204526609552	0.0473903119695	4332681|4336023	http://www.genome.jp/kegg-bin/show_pathway?osa00785/osa:4332681%09red/osa:4336023%09red
Terpenoid backbone biosynthesis	KEGG PATHWAY	osa00900	5	47	0.0280393117586	0.0634222527873	4326136|4330711|4343721|4331418|4324245	http://www.genome.jp/kegg-bin/show_pathway?osa00900/osa:4331418%09red/osa:4326136%09red/osa:4343721%09red/osa:4324245%09red/osa:4330711%09red
beta-Alanine metabolism	KEGG PATHWAY	osa00410	4	32	0.0300545339695	0.0663995517932	4349966|4337360|4333932|4330149	http://www.genome.jp/kegg-bin/show_pathway?osa00410/osa:4337360%09red/osa:4330149%09red/osa:4349966%09red/osa:4333932%09red
Synthesis and degradation of ketone bodies	KEGG PATHWAY	osa00072	2	7	0.033562283208	0.0724640205628	4326136|4331418	http://www.genome.jp/kegg-bin/show_pathway?osa00072/osa:4331418%09red/osa:4326136%09red
Amino sugar and nucleotide sugar metabolism	KEGG PATHWAY	osa00520	8	111	0.0436698516419	0.0921919090217	4334020|4333895|4348636|4334290|4347800|4346656|4330975|4325067	http://www.genome.jp/kegg-bin/show_pathway?osa00520/osa:4348636%09red/osa:4325067%09red/osa:4334020%09red/osa:4330975%09red/osa:4334290%09red/osa:4346656%09red/osa:4333895%09red/osa:4347800%09red
Limonene and pinene degradation	KEGG PATHWAY	osa00903	2	9	0.0490954803372	0.101392839827	4349966|4330149	http://www.genome.jp/kegg-bin/show_pathway?osa00903/osa:4330149%09red/osa:4349966%09red
Arginine and proline metabolism	KEGG PATHWAY	osa00330	4	40	0.0564886560611	0.114179198421	4349966|4337360|4330149|4328006	http://www.genome.jp/kegg-bin/show_pathway?osa00330/osa:4337360%09red/osa:4330149%09red/osa:4328006%09red/osa:4349966%09red
Lysine degradation	KEGG PATHWAY	osa00310	3	25	0.0636606836248	0.125995103007	4326136|4349966|4330149	http://www.genome.jp/kegg-bin/show_pathway?osa00310/osa:4330149%09red/osa:4326136%09red/osa:4349966%09red
AGE-RAGE signaling pathway in diabetic complications	KEGG PATHWAY	osa04933	2	11	0.0666830585207	0.129283480805	4328116|4332497	http://www.genome.jp/kegg-bin/show_pathway?osa04933/osa:4328116%09red/osa:4332497%09red
Phosphatidylinositol signaling system	KEGG PATHWAY	osa04070	4	43	0.0687999417134	0.130719889255	4328439|4333967|4332497|4344166	http://www.genome.jp/kegg-bin/show_pathway?osa04070/osa:4333967%09red/osa:4332497%09red/osa:4328439%09red/osa:4344166%09red
Arginine biosynthesis	KEGG PATHWAY	osa00220	3	28	0.0813256633596	0.151488980768	4342210|4337272|4328006	http://www.genome.jp/kegg-bin/show_pathway?osa00220/osa:4337272%09red/osa:4328006%09red/osa:4342210%09red
Plant hormone signal transduction	KEGG PATHWAY	osa04075	10	184	0.110002470093	0.200966051131	4333824|4349472|4343944|4328516|4326775|4324749|4335937|4340170|4339588|4352721	http://www.genome.jp/kegg-bin/show_pathway?osa04075/osa:4339588%09red/osa:4335937%09red/osa:4333824%09red/osa:4352721%09red/osa:4349472%09red/osa:4324749%09red/osa:4343944%09red/osa:4340170%09red/osa:4326775%09red/osa:4328516%09red
Histidine metabolism	KEGG PATHWAY	osa00340	2	16	0.117547774472	0.210698841035	4349966|4330149	http://www.genome.jp/kegg-bin/show_pathway?osa00340/osa:4330149%09red/osa:4349966%09red
