##Databases: KEGG PATHWAY
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Fatty acid elongation	KEGG PATHWAY	osa00062	1	24	0.215789243939	0.407601905218	4331836	http://www.genome.jp/kegg-bin/show_pathway?osa00062/osa:4331836%09red
Pantothenate and CoA biosynthesis	KEGG PATHWAY	osa00770	1	25	0.223380394069	0.410536940451	4339677	http://www.genome.jp/kegg-bin/show_pathway?osa00770/osa:4339677%09red
Steroid biosynthesis	KEGG PATHWAY	osa00100	1	26	0.230898301349	0.413186433992	4332152	http://www.genome.jp/kegg-bin/show_pathway?osa00100/osa:4332152%09red
beta-Alanine metabolism	KEGG PATHWAY	osa00410	1	32	0.274506620873	0.446687724996	4337046	http://www.genome.jp/kegg-bin/show_pathway?osa00410/osa:4337046%09red
N-Glycan biosynthesis	KEGG PATHWAY	osa00510	1	34	0.288487939669	0.446687724996	4335701	http://www.genome.jp/kegg-bin/show_pathway?osa00510/osa:4335701%09red
Ubiquinone and other terpenoid-quinone biosynthesis	KEGG PATHWAY	osa00130	1	35	0.295377561148	0.446687724996	4331897	http://www.genome.jp/kegg-bin/show_pathway?osa00130/osa:4331897%09red
Phenylalanine metabolism	KEGG PATHWAY	osa00360	1	35	0.295377561148	0.446687724996	4340240	http://www.genome.jp/kegg-bin/show_pathway?osa00360/osa:4340240%09red
Amino sugar and nucleotide sugar metabolism	KEGG PATHWAY	osa00520	2	111	0.298613498889	0.446687724996	4333156|4347638	http://www.genome.jp/kegg-bin/show_pathway?osa00520/osa:4333156%09red/osa:4347638%09red
Plant-pathogen interaction	KEGG PATHWAY	osa04626	2	112	0.302179816325	0.446687724996	4348237|4336783	http://www.genome.jp/kegg-bin/show_pathway?osa04626/osa:4348237%09red/osa:4336783%09red
Porphyrin and chlorophyll metabolism	KEGG PATHWAY	osa00860	1	37	0.308957957713	0.446687724996	4332843	http://www.genome.jp/kegg-bin/show_pathway?osa00860/osa:4332843%09red
Valine, leucine and isoleucine degradation	KEGG PATHWAY	osa00280	1	40	0.328840940182	0.446687724996	4342508	http://www.genome.jp/kegg-bin/show_pathway?osa00280/osa:4342508%09red
Arginine and proline metabolism	KEGG PATHWAY	osa00330	1	40	0.328840940182	0.446687724996	4337046	http://www.genome.jp/kegg-bin/show_pathway?osa00330/osa:4337046%09red
Pentose and glucuronate interconversions	KEGG PATHWAY	osa00040	1	41	0.33534106297	0.446687724996	4333156	http://www.genome.jp/kegg-bin/show_pathway?osa00040/osa:4333156%09red
Base excision repair	KEGG PATHWAY	osa03410	1	42	0.341778437663	0.446687724996	9272626	http://www.genome.jp/kegg-bin/show_pathway?osa03410/osa:9272626%09red
Fatty acid biosynthesis	KEGG PATHWAY	osa00061	1	42	0.341778437663	0.446687724996	4343906	http://www.genome.jp/kegg-bin/show_pathway?osa00061/osa:4343906%09red
Phenylalanine, tyrosine and tryptophan biosynthesis	KEGG PATHWAY	osa00400	1	42	0.341778437663	0.446687724996	4331468	http://www.genome.jp/kegg-bin/show_pathway?osa00400/osa:4331468%09red
Phosphatidylinositol signaling system	KEGG PATHWAY	osa04070	1	43	0.348153668011	0.446687724996	4333768	http://www.genome.jp/kegg-bin/show_pathway?osa04070/osa:4333768%09red
Alanine, aspartate and glutamate metabolism	KEGG PATHWAY	osa00250	1	43	0.348153668011	0.446687724996	4328220	http://www.genome.jp/kegg-bin/show_pathway?osa00250/osa:4328220%09red
Glycerolipid metabolism	KEGG PATHWAY	osa00561	1	46	0.366912443979	0.452983237943	4344290	http://www.genome.jp/kegg-bin/show_pathway?osa00561/osa:4344290%09red
2-Oxocarboxylic acid metabolism	KEGG PATHWAY	osa01210	1	46	0.366912443979	0.452983237943	4339677	http://www.genome.jp/kegg-bin/show_pathway?osa01210/osa:4339677%09red
Inositol phosphate metabolism	KEGG PATHWAY	osa00562	1	47	0.373045019482	0.452983237943	4331917	http://www.genome.jp/kegg-bin/show_pathway?osa00562/osa:4331917%09red
Starch and sucrose metabolism	KEGG PATHWAY	osa00500	2	159	0.462498235483	0.534189879241	4333156|4330221	http://www.genome.jp/kegg-bin/show_pathway?osa00500/osa:4333156%09red/osa:4330221%09red
Proteasome	KEGG PATHWAY	osa03050	1	63	0.463488277577	0.534189879241	4343069	http://www.genome.jp/kegg-bin/show_pathway?osa03050/osa:4343069%09red
Glyoxylate and dicarboxylate metabolism	KEGG PATHWAY	osa00630	1	63	0.463488277577	0.534189879241	4339682	http://www.genome.jp/kegg-bin/show_pathway?osa00630/osa:4339682%09red
Fatty acid metabolism	KEGG PATHWAY	osa01212	1	68	0.488990179458	0.554188870052	4343906	http://www.genome.jp/kegg-bin/show_pathway?osa01212/osa:4343906%09red
Phagosome	KEGG PATHWAY	osa04145	1	77	0.531886935496	0.592923141208	4340590	http://www.genome.jp/kegg-bin/show_pathway?osa04145/osa:4340590%09red
Peroxisome	KEGG PATHWAY	osa04146	1	80	0.545372719229	0.598150724316	4333336	http://www.genome.jp/kegg-bin/show_pathway?osa04146/osa:4333336%09red
Ubiquitin mediated proteolysis	KEGG PATHWAY	osa04120	1	109	0.657333554176	0.709502883872	4344172	http://www.genome.jp/kegg-bin/show_pathway?osa04120/osa:4344172%09red
Aminoacyl-tRNA biosynthesis	KEGG PATHWAY	osa00970	1	113	0.670445760461	0.712348620489	4352148	http://www.genome.jp/kegg-bin/show_pathway?osa00970/osa:4352148%09red
RNA transport	KEGG PATHWAY	osa03013	1	149	0.768086054037	0.803536179608	4339216	http://www.genome.jp/kegg-bin/show_pathway?osa03013/osa:4339216%09red
Spliceosome	KEGG PATHWAY	osa03040	1	185	0.836863837738	0.855705140973	4334703	http://www.genome.jp/kegg-bin/show_pathway?osa03040/osa:4334703%09red
Protein processing in endoplasmic reticulum	KEGG PATHWAY	osa04141	1	189	0.843121241841	0.855705140973	4335701	http://www.genome.jp/kegg-bin/show_pathway?osa04141/osa:4335701%09red
Ribosome	KEGG PATHWAY	osa03010	1	337	0.963226311549	0.963226311549	4337526	http://www.genome.jp/kegg-bin/show_pathway?osa03010/osa:4337526%09red

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------
