##Databases: KEGG PATHWAY
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Arginine biosynthesis	KEGG PATHWAY	osa00220	2	28	0.0455014679489	0.165242173077	4328006|4333458	http://www.genome.jp/kegg-bin/show_pathway?osa00220/osa:4328006%09red/osa:4333458%09red
Nitrogen metabolism	KEGG PATHWAY	osa00910	2	28	0.0455014679489	0.165242173077	4348870|4330076	http://www.genome.jp/kegg-bin/show_pathway?osa00910/osa:4330076%09red/osa:4348870%09red
beta-Alanine metabolism	KEGG PATHWAY	osa00410	2	32	0.0569799394438	0.188588933703	4349966|4345787	http://www.genome.jp/kegg-bin/show_pathway?osa00410/osa:4345787%09red/osa:4349966%09red
Glycolysis / Gluconeogenesis	KEGG PATHWAY	osa00010	4	123	0.0573966319965	0.188588933703	4349966|4334968|4324066|4338010	http://www.genome.jp/kegg-bin/show_pathway?osa00010/osa:4338010%09red/osa:4334968%09red/osa:4349966%09red/osa:4324066%09red
Plant hormone signal transduction	KEGG PATHWAY	osa04075	5	184	0.0654313406704	0.191380531806	4337372|4325503|4333860|4339756|4335058	http://www.genome.jp/kegg-bin/show_pathway?osa04075/osa:4325503%09red/osa:4339756%09red/osa:4333860%09red/osa:4335058%09red/osa:4337372%09red
Ubiquinone and other terpenoid-quinone biosynthesis	KEGG PATHWAY	osa00130	2	35	0.0661735145151	0.191380531806	4328485|4330437	http://www.genome.jp/kegg-bin/show_pathway?osa00130/osa:4330437%09red/osa:4328485%09red
Pyruvate metabolism	KEGG PATHWAY	osa00620	3	79	0.0670104390227	0.191380531806	4349966|4337361|4334968	http://www.genome.jp/kegg-bin/show_pathway?osa00620/osa:4337361%09red/osa:4334968%09red/osa:4349966%09red
Cyanoamino acid metabolism	KEGG PATHWAY	osa00460	2	36	0.0693407723934	0.191380531806	4330076|4330077	http://www.genome.jp/kegg-bin/show_pathway?osa00460/osa:4330077%09red/osa:4330076%09red
alpha-Linolenic acid metabolism	KEGG PATHWAY	osa00592	2	39	0.0791291836636	0.209996679723	4333862|4352505	http://www.genome.jp/kegg-bin/show_pathway?osa00592/osa:4352505%09red/osa:4333862%09red
Phosphatidylinositol signaling system	KEGG PATHWAY	osa04070	2	43	0.0927945885803	0.237141726372	4333967|4344440	http://www.genome.jp/kegg-bin/show_pathway?osa04070/osa:4333967%09red/osa:4344440%09red
Inositol phosphate metabolism	KEGG PATHWAY	osa00562	2	47	0.10708075991	0.26387758692	4333967|4344440	http://www.genome.jp/kegg-bin/show_pathway?osa00562/osa:4333967%09red/osa:4344440%09red
Thiamine metabolism	KEGG PATHWAY	osa00730	1	10	0.118222982353	0.271912859411	4342614	http://www.genome.jp/kegg-bin/show_pathway?osa00730/osa:4342614%09red
Arachidonic acid metabolism	KEGG PATHWAY	osa00590	1	10	0.118222982353	0.271912859411	4333862	http://www.genome.jp/kegg-bin/show_pathway?osa00590/osa:4333862%09red
Aminoacyl-tRNA biosynthesis	KEGG PATHWAY	osa00970	3	113	0.146079843219	0.325145457488	4347497|4326551|4346920	http://www.genome.jp/kegg-bin/show_pathway?osa00970/osa:4326551%09red/osa:4347497%09red/osa:4346920%09red
Valine, leucine and isoleucine biosynthesis	KEGG PATHWAY	osa00290	1	14	0.157665716789	0.329664680559	4333898	http://www.genome.jp/kegg-bin/show_pathway?osa00290/osa:4333898%09red
One carbon pool by folate	KEGG PATHWAY	osa00670	1	14	0.157665716789	0.329664680559	4344931	http://www.genome.jp/kegg-bin/show_pathway?osa00670/osa:4344931%09red
Histidine metabolism	KEGG PATHWAY	osa00340	1	16	0.176722256253	0.348395305185	4349966	http://www.genome.jp/kegg-bin/show_pathway?osa00340/osa:4349966%09red
Taurine and hypotaurine metabolism	KEGG PATHWAY	osa00430	1	16	0.176722256253	0.348395305185	4345787	http://www.genome.jp/kegg-bin/show_pathway?osa00430/osa:4345787%09red
Flavonoid biosynthesis	KEGG PATHWAY	osa00941	1	18	0.19534884738	0.374418624145	4329959	http://www.genome.jp/kegg-bin/show_pathway?osa00941/osa:4329959%09red
Glycerophospholipid metabolism	KEGG PATHWAY	osa00564	2	71	0.201621827584	0.375997462252	4333862|4326817	http://www.genome.jp/kegg-bin/show_pathway?osa00564/osa:4333862%09red/osa:4326817%09red
Butanoate metabolism	KEGG PATHWAY	osa00650	1	21	0.22250368292	0.404019845302	4345787	http://www.genome.jp/kegg-bin/show_pathway?osa00650/osa:4345787%09red
Ether lipid metabolism	KEGG PATHWAY	osa00565	1	22	0.231350662817	0.408651823843	4333862	http://www.genome.jp/kegg-bin/show_pathway?osa00565/osa:4333862%09red
Peroxisome	KEGG PATHWAY	osa04146	2	80	0.239210999699	0.408651823843	4328073|4339922	http://www.genome.jp/kegg-bin/show_pathway?osa04146/osa:4339922%09red/osa:4328073%09red
Fatty acid elongation	KEGG PATHWAY	osa00062	1	24	0.248744588426	0.408651823843	4332981	http://www.genome.jp/kegg-bin/show_pathway?osa00062/osa:4332981%09red
Circadian rhythm - plant	KEGG PATHWAY	osa04712	1	24	0.248744588426	0.408651823843	4344399	http://www.genome.jp/kegg-bin/show_pathway?osa04712/osa:4344399%09red
Lysine degradation	KEGG PATHWAY	osa00310	1	25	0.257293793339	0.41286678466	4349966	http://www.genome.jp/kegg-bin/show_pathway?osa00310/osa:4349966%09red
Starch and sucrose metabolism	KEGG PATHWAY	osa00500	3	159	0.280305710723	0.439570319089	4329561|4338546|4338010	http://www.genome.jp/kegg-bin/show_pathway?osa00500/osa:4338546%09red/osa:4329561%09red/osa:4338010%09red
Carbon metabolism	KEGG PATHWAY	osa01200	4	235	0.289188974642	0.443423094451	4334968|4328073|4338010|4333898	http://www.genome.jp/kegg-bin/show_pathway?osa01200/osa:4328073%09red/osa:4334968%09red/osa:4333898%09red/osa:4338010%09red
N-Glycan biosynthesis	KEGG PATHWAY	osa00510	1	34	0.329999912381	0.494999868572	4329853	http://www.genome.jp/kegg-bin/show_pathway?osa00510/osa:4329853%09red
Phenylalanine metabolism	KEGG PATHWAY	osa00360	1	35	0.337626864951	0.495664971949	4328485	http://www.genome.jp/kegg-bin/show_pathway?osa00360/osa:4328485%09red
Spliceosome	KEGG PATHWAY	osa03040	3	185	0.360855645124	0.506359532132	4334703|4332413|4334598	http://www.genome.jp/kegg-bin/show_pathway?osa03040/osa:4334598%09red/osa:4334703%09red/osa:4332413%09red
Amino sugar and nucleotide sugar metabolism	KEGG PATHWAY	osa00520	2	111	0.368573614412	0.506359532132	4338546|4338010	http://www.genome.jp/kegg-bin/show_pathway?osa00520/osa:4338546%09red/osa:4338010%09red
Valine, leucine and isoleucine degradation	KEGG PATHWAY	osa00280	1	40	0.374482339904	0.506359532132	4349966	http://www.genome.jp/kegg-bin/show_pathway?osa00280/osa:4349966%09red
Fatty acid degradation	KEGG PATHWAY	osa00071	1	41	0.381604285085	0.506359532132	4349966	http://www.genome.jp/kegg-bin/show_pathway?osa00071/osa:4349966%09red
Pentose and glucuronate interconversions	KEGG PATHWAY	osa00040	1	41	0.381604285085	0.506359532132	4349966	http://www.genome.jp/kegg-bin/show_pathway?osa00040/osa:4349966%09red
Alanine, aspartate and glutamate metabolism	KEGG PATHWAY	osa00250	1	43	0.395606498241	0.515034875068	4345787	http://www.genome.jp/kegg-bin/show_pathway?osa00250/osa:4345787%09red
2-Oxocarboxylic acid metabolism	KEGG PATHWAY	osa01210	1	46	0.416019204725	0.52078919721	4333458	http://www.genome.jp/kegg-bin/show_pathway?osa01210/osa:4333458%09red
Glycerolipid metabolism	KEGG PATHWAY	osa00561	1	46	0.416019204725	0.52078919721	4349966	http://www.genome.jp/kegg-bin/show_pathway?osa00561/osa:4349966%09red
Terpenoid backbone biosynthesis	KEGG PATHWAY	osa00900	1	47	0.422669493388	0.52078919721	4342614	http://www.genome.jp/kegg-bin/show_pathway?osa00900/osa:4342614%09red
Endocytosis	KEGG PATHWAY	osa04144	2	127	0.432236513071	0.523233673717	4332413|4334598	http://www.genome.jp/kegg-bin/show_pathway?osa04144/osa:4334598%09red/osa:4332413%09red
Homologous recombination	KEGG PATHWAY	osa03440	1	50	0.442170630619	0.524544922242	4340671	http://www.genome.jp/kegg-bin/show_pathway?osa03440/osa:4340671%09red
Citrate cycle (TCA cycle)	KEGG PATHWAY	osa00020	1	51	0.448523919018	0.524544922242	4334968	http://www.genome.jp/kegg-bin/show_pathway?osa00020/osa:4334968%09red
Protein export	KEGG PATHWAY	osa03060	1	54	0.46715408597	0.537227198866	4328075	http://www.genome.jp/kegg-bin/show_pathway?osa03060/osa:4328075%09red
Glycine, serine and threonine metabolism	KEGG PATHWAY	osa00260	1	57	0.48515658044	0.546459516897	4333898	http://www.genome.jp/kegg-bin/show_pathway?osa00260/osa:4333898%09red
Fructose and mannose metabolism	KEGG PATHWAY	osa00051	1	58	0.491021594893	0.546459516897	4338010	http://www.genome.jp/kegg-bin/show_pathway?osa00051/osa:4338010%09red
Glyoxylate and dicarboxylate metabolism	KEGG PATHWAY	osa00630	1	63	0.51936220441	0.568825271496	4328073	http://www.genome.jp/kegg-bin/show_pathway?osa00630/osa:4328073%09red
Ribosome	KEGG PATHWAY	osa03010	4	337	0.544195384472	0.586710648884	4341664|4334651|4331189|4337526	http://www.genome.jp/kegg-bin/show_pathway?osa03010/osa:4341664%09red/osa:4337526%09red/osa:4334651%09red/osa:4331189%09red
Phagosome	KEGG PATHWAY	osa04145	1	77	0.590618037698	0.626963763095	4344440	http://www.genome.jp/kegg-bin/show_pathway?osa04145/osa:4344440%09red
Biosynthesis of amino acids	KEGG PATHWAY	osa01230	2	207	0.689153087062	0.720478227383	4333458|4333898	http://www.genome.jp/kegg-bin/show_pathway?osa01230/osa:4333458%09red/osa:4333898%09red
Pyrimidine metabolism	KEGG PATHWAY	osa00240	1	110	0.71962610981	0.741107486222	4325740	http://www.genome.jp/kegg-bin/show_pathway?osa00240/osa:4325740%09red
Purine metabolism	KEGG PATHWAY	osa00230	1	130	0.777145239562	0.788573846027	4344931	http://www.genome.jp/kegg-bin/show_pathway?osa00230/osa:4344931%09red
RNA transport	KEGG PATHWAY	osa03013	1	149	0.820843416231	0.820843416231	4339216	http://www.genome.jp/kegg-bin/show_pathway?osa03013/osa:4339216%09red

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------
