##Databases: KEGG PATHWAY
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
beta-Alanine metabolism	KEGG PATHWAY	osa00410	7	32	6.5573822337e-05	0.000554396861576	4349966|4337046|4345787|4330657|4347172|4341195|4336538	http://www.genome.jp/kegg-bin/show_pathway?osa00410/osa:4336538%09red/osa:4347172%09red/osa:4345787%09red/osa:4349966%09red/osa:4337046%09red/osa:4341195%09red/osa:4330657%09red
Tryptophan metabolism	KEGG PATHWAY	osa00380	6	23	9.57567919159e-05	0.000742115137348	4349966|4328073|4346520|4326136|4347172|4336538	http://www.genome.jp/kegg-bin/show_pathway?osa00380/osa:4326136%09red/osa:4347172%09red/osa:4349966%09red/osa:4346520%09red/osa:4336538%09red/osa:4328073%09red
Starch and sucrose metabolism	KEGG PATHWAY	osa00500	14	159	0.000223106077335	0.00159606655324	4332788|4327282|4352147|4328527|4324001|4345220|4352146|4334169|4343959|4334116|4338546|4328018|4342055|4324962	http://www.genome.jp/kegg-bin/show_pathway?osa00500/osa:4334169%09red/osa:4352146%09red/osa:4327282%09red/osa:4324001%09red/osa:4338546%09red/osa:4324962%09red/osa:4328018%09red/osa:4345220%09red/osa:4328527%09red/osa:4334116%09red/osa:4332788%09red/osa:4352147%09red/osa:4342055%09red/osa:4343959%09red
Phenylpropanoid biosynthesis	KEGG PATHWAY	osa00940	12	125	0.000298863790529	0.00198530946565	4340240|4328552|4328841|4341718|4346988|4348242|4346993|4334116|4326376|4336415|4328485|4344277	http://www.genome.jp/kegg-bin/show_pathway?osa00940/osa:4326376%09red/osa:4348242%09red/osa:4328485%09red/osa:4346993%09red/osa:4346988%09red/osa:4328841%09red/osa:4341718%09red/osa:4328552%09red/osa:4334116%09red/osa:4344277%09red/osa:4336415%09red/osa:4340240%09red
Glutathione metabolism	KEGG PATHWAY	osa00480	9	73	0.000320908845942	0.00198963484484	4332456|4349207|4325715|4325707|4334347|4347319|4332876|4331112|4341195	http://www.genome.jp/kegg-bin/show_pathway?osa00480/osa:4334347%09red/osa:4331112%09red/osa:4325715%09red/osa:4325707%09red/osa:4332876%09red/osa:4341195%09red/osa:4332456%09red/osa:4347319%09red/osa:4349207%09red
Carbon metabolism	KEGG PATHWAY	osa01200	17	235	0.000439293346754	0.00255339257801	4331861|4331941|4338750|4338007|4328812|4328073|4346520|4343908|4334968|4327423|4350456|4324263|4343441|4326136|4346699|4325621|4344683	http://www.genome.jp/kegg-bin/show_pathway?osa01200/osa:4328812%09red/osa:4326136%09red/osa:4325621%09red/osa:4338750%09red/osa:4338007%09red/osa:4327423%09red/osa:4324263%09red/osa:4334968%09red/osa:4343908%09red/osa:4346520%09red/osa:4331941%09red/osa:4343441%09red/osa:4331861%09red/osa:4346699%09red/osa:4344683%09red/osa:4350456%09red/osa:4328073%09red
Butanoate metabolism	KEGG PATHWAY	osa00650	5	21	0.000533925868751	0.00292088857611	4326136|4346520|4344928|4325632|4345787	http://www.genome.jp/kegg-bin/show_pathway?osa00650/osa:4345787%09red/osa:4326136%09red/osa:4344928%09red/osa:4346520%09red/osa:4325632%09red
Glyoxylate and dicarboxylate metabolism	KEGG PATHWAY	osa00630	8	63	0.000572491524852	0.0029578728784	4343908|4328812|4328073|4346520|4327423|4350456|4343441|4326136	http://www.genome.jp/kegg-bin/show_pathway?osa00630/osa:4328812%09red/osa:4326136%09red/osa:4327423%09red/osa:4343908%09red/osa:4346520%09red/osa:4343441%09red/osa:4350456%09red/osa:4328073%09red
Phenylalanine metabolism	KEGG PATHWAY	osa00360	6	35	0.000692012704512	0.00338722007998	4340240|4341718|4328485|4336415|4325621|4325632	http://www.genome.jp/kegg-bin/show_pathway?osa00360/osa:4325632%09red/osa:4336415%09red/osa:4341718%09red/osa:4325621%09red/osa:4328485%09red/osa:4340240%09red
Fatty acid metabolism	KEGG PATHWAY	osa01212	8	68	0.000903853128156	0.00420291704592	4328997|4346520|4337904|4350881|4348791|4331150|4326136|4335627	http://www.genome.jp/kegg-bin/show_pathway?osa01212/osa:4326136%09red/osa:4348791%09red/osa:4337904%09red/osa:4331150%09red/osa:4346520%09red/osa:4328997%09red/osa:4350881%09red/osa:4335627%09red
Lysine degradation	KEGG PATHWAY	osa00310	5	25	0.00105982394516	0.00469350604285	4326136|4349966|4346520|4347172|4336538	http://www.genome.jp/kegg-bin/show_pathway?osa00310/osa:4347172%09red/osa:4326136%09red/osa:4336538%09red/osa:4346520%09red/osa:4349966%09red
Amino sugar and nucleotide sugar metabolism	KEGG PATHWAY	osa00520	10	111	0.00145316085087	0.00614290723323	4350084|4352147|4324962|4352146|4334169|4336265|4329920|4328266|4339812|4338546	http://www.genome.jp/kegg-bin/show_pathway?osa00520/osa:4334169%09red/osa:4336265%09red/osa:4329920%09red/osa:4339812%09red/osa:4338546%09red/osa:4324962%09red/osa:4352146%09red/osa:4350084%09red/osa:4352147%09red/osa:4328266%09red
Biosynthesis of unsaturated fatty acids	KEGG PATHWAY	osa01040	5	34	0.00352018548714	0.0142337934915	4331150|4335627|4337904|4350881|4348791	http://www.genome.jp/kegg-bin/show_pathway?osa01040/osa:4337904%09red/osa:4350881%09red/osa:4335627%09red/osa:4331150%09red/osa:4348791%09red
Protein export	KEGG PATHWAY	osa03060	6	54	0.0050440273013	0.0195456057925	4346811|4346809|4328075|4332042|4338334|4340738	http://www.genome.jp/kegg-bin/show_pathway?osa03060/osa:4338334%09red/osa:4340738%09red/osa:4346809%09red/osa:4346811%09red/osa:4332042%09red/osa:4328075%09red
Plant hormone signal transduction	KEGG PATHWAY	osa04075	12	184	0.00628641009367	0.0233854455485	4333017|4325747|4348237|4347439|4335877|4340320|4324934|4352660|4345625|4325503|4326166|4342317	http://www.genome.jp/kegg-bin/show_pathway?osa04075/osa:4352660%09red/osa:4347439%09red/osa:4333017%09red/osa:4326166%09red/osa:4335877%09red/osa:4345625%09red/osa:4342317%09red/osa:4325503%09red/osa:4324934%09red/osa:4325747%09red/osa:4348237%09red/osa:4340320%09red
Phagosome	KEGG PATHWAY	osa04145	7	77	0.00693334569089	0.024800044202	4335732|4338790|4346809|4346811|4332042|4327833|4327412	http://www.genome.jp/kegg-bin/show_pathway?osa04145/osa:4327412%09red/osa:4327833%09red/osa:4335732%09red/osa:4338790%09red/osa:4346809%09red/osa:4346811%09red/osa:4332042%09red
Alanine, aspartate and glutamate metabolism	KEGG PATHWAY	osa00250	5	43	0.00861785670397	0.029683728647	4331779|4345071|4344928|4325621|4345787	http://www.genome.jp/kegg-bin/show_pathway?osa00250/osa:4331779%09red/osa:4345787%09red/osa:4345071%09red/osa:4325621%09red/osa:4344928%09red
Linoleic acid metabolism	KEGG PATHWAY	osa00591	3	15	0.0112319422219	0.0373060938085	4333823|4328603|4333821	http://www.genome.jp/kegg-bin/show_pathway?osa00591/osa:4328603%09red/osa:4333823%09red/osa:4333821%09red
Histidine metabolism	KEGG PATHWAY	osa00340	3	16	0.0130792493826	0.0419437997441	4349966|4347172|4336538	http://www.genome.jp/kegg-bin/show_pathway?osa00340/osa:4347172%09red/osa:4349966%09red/osa:4336538%09red
Plant-pathogen interaction	KEGG PATHWAY	osa04626	8	112	0.0147052680732	0.0455863310271	4342077|4347402|4348237|4347405|4327518|4342317|4337206|9267802	http://www.genome.jp/kegg-bin/show_pathway?osa04626/osa:4347402%09red/osa:4342077%09red/osa:9267802%09red/osa:4347405%09red/osa:4337206%09red/osa:4342317%09red/osa:4348237%09red/osa:4327518%09red
Cysteine and methionine metabolism	KEGG PATHWAY	osa00270	7	96	0.0198127815512	0.0594383446535	4331779|4331941|4331861|4327423|4341195|4337818|4325621	http://www.genome.jp/kegg-bin/show_pathway?osa00270/osa:4327423%09red/osa:4337818%09red/osa:4331941%09red/osa:4331779%09red/osa:4341195%09red/osa:4331861%09red/osa:4325621%09red
Synthesis and degradation of ketone bodies	KEGG PATHWAY	osa00072	2	7	0.0223010013898	0.0648122852893	4326136|4346520	http://www.genome.jp/kegg-bin/show_pathway?osa00072/osa:4326136%09red/osa:4346520%09red
RNA transport	KEGG PATHWAY	osa03013	9	149	0.0252977782987	0.0712937388419	4332118|9272123|4349446|4341966|4338260|4324136|4346742|4342306|4339487	http://www.genome.jp/kegg-bin/show_pathway?osa03013/osa:4342306%09red/osa:4324136%09red/osa:4346742%09red/osa:9272123%09red/osa:4338260%09red/osa:4332118%09red/osa:4341966%09red/osa:4349446%09red/osa:4339487%09red
Peroxisome	KEGG PATHWAY	osa04146	6	80	0.0267380908893	0.0731365427267	4328073|4337904|4350881|4333171|4343908|4331150	http://www.genome.jp/kegg-bin/show_pathway?osa04146/osa:4337904%09red/osa:4331150%09red/osa:4333171%09red/osa:4343908%09red/osa:4350881%09red/osa:4328073%09red
Propanoate metabolism	KEGG PATHWAY	osa00640	3	22	0.0276194598903	0.0733888505656	4326136|4342508|4346520	http://www.genome.jp/kegg-bin/show_pathway?osa00640/osa:4342508%09red/osa:4326136%09red/osa:4346520%09red
Biosynthesis of amino acids	KEGG PATHWAY	osa01230	11	207	0.0315404979618	0.0814796197347	4331861|4331941|4325444|4328812|4330380|4334912|4350456|4324263|4347172|4325621|4344683	http://www.genome.jp/kegg-bin/show_pathway?osa01230/osa:4328812%09red/osa:4350456%09red/osa:4347172%09red/osa:4325444%09red/osa:4331941%09red/osa:4330380%09red/osa:4331861%09red/osa:4334912%09red/osa:4344683%09red/osa:4325621%09red/osa:4324263%09red
Limonene and pinene degradation	KEGG PATHWAY	osa00903	2	9	0.032900744461	0.0826964658074	4349966|4336538	http://www.genome.jp/kegg-bin/show_pathway?osa00903/osa:4349966%09red/osa:4336538%09red
Pyrimidine metabolism	KEGG PATHWAY	osa00240	7	110	0.0363407077265	0.0889391004886	4347891|4339675|4345071|4349403|4330657|4343275|4325740	http://www.genome.jp/kegg-bin/show_pathway?osa00240/osa:4347891%09red/osa:4345071%09red/osa:4343275%09red/osa:4339675%09red/osa:4349403%09red/osa:4330657%09red/osa:4325740%09red
Glycerolipid metabolism	KEGG PATHWAY	osa00561	4	46	0.043133325938	0.102856392621	4349966|4337206|4347172|4336538	http://www.genome.jp/kegg-bin/show_pathway?osa00561/osa:4347172%09red/osa:4337206%09red/osa:4349966%09red/osa:4336538%09red
Terpenoid backbone biosynthesis	KEGG PATHWAY	osa00900	4	47	0.0458609789562	0.106626776073	4326136|4342614|4346520|4329911	http://www.genome.jp/kegg-bin/show_pathway?osa00900/osa:4326136%09red/osa:4342614%09red/osa:4346520%09red/osa:4329911%09red
Arginine biosynthesis	KEGG PATHWAY	osa00220	3	28	0.0480732210798	0.10904413562	4330380|4334912|4325621	http://www.genome.jp/kegg-bin/show_pathway?osa00220/osa:4325621%09red/osa:4334912%09red/osa:4330380%09red
Carbon fixation in photosynthetic organisms	KEGG PATHWAY	osa00710	5	73	0.0561092201897	0.124241844706	4327423|4346699|4338007|4338750|4325621	http://www.genome.jp/kegg-bin/show_pathway?osa00710/osa:4327423%09red/osa:4325621%09red/osa:4338750%09red/osa:4338007%09red/osa:4346699%09red
Glycolysis / Gluconeogenesis	KEGG PATHWAY	osa00010	7	123	0.0581289869466	0.125720832233	4349966|4348152|4336037|4334968|4324263|4347172|4336538	http://www.genome.jp/kegg-bin/show_pathway?osa00010/osa:4336037%09red/osa:4347172%09red/osa:4324263%09red/osa:4334968%09red/osa:4349966%09red/osa:4348152%09red/osa:4336538%09red
Galactose metabolism	KEGG PATHWAY	osa00052	4	53	0.064186903486	0.135667773277	4339812|4328018|4324001|4336037	http://www.genome.jp/kegg-bin/show_pathway?osa00052/osa:4324001%09red/osa:4328018%09red/osa:4336037%09red/osa:4339812%09red
Zeatin biosynthesis	KEGG PATHWAY	osa00908	2	14	0.0658247479677	0.136037812467	4336681|4336683	http://www.genome.jp/kegg-bin/show_pathway?osa00908/osa:4336681%09red/osa:4336683%09red
Glycine, serine and threonine metabolism	KEGG PATHWAY	osa00260	4	57	0.0782290949169	0.156167142487	4331779|4350456|4336081|4347172	http://www.genome.jp/kegg-bin/show_pathway?osa00260/osa:4331779%09red/osa:4347172%09red/osa:4336081%09red/osa:4350456%09red
Ubiquinone and other terpenoid-quinone biosynthesis	KEGG PATHWAY	osa00130	3	35	0.0789231795365	0.156167142487	4341718|4327039|4328485	http://www.genome.jp/kegg-bin/show_pathway?osa00130/osa:4327039%09red/osa:4328485%09red/osa:4341718%09red
Ribosome	KEGG PATHWAY	osa03010	14	337	0.0858882903391	0.166408562532	4336914|4328797|4336397|4331189|4343945|4334544|4341664|4352308|4350976|9267266|4334651|4323991|4344696|4342953	http://www.genome.jp/kegg-bin/show_pathway?osa03010/osa:4342953%09red/osa:4341664%09red/osa:4350976%09red/osa:9267266%09red/osa:4328797%09red/osa:4336914%09red/osa:4334544%09red/osa:4323991%09red/osa:4343945%09red/osa:4352308%09red/osa:4334651%09red/osa:4336397%09red/osa:4344696%09red/osa:4331189%09red
Tyrosine metabolism	KEGG PATHWAY	osa00350	3	38	0.0942156007012	0.175241385926	4348152|4339844|4325621	http://www.genome.jp/kegg-bin/show_pathway?osa00350/osa:4325621%09red/osa:4348152%09red/osa:4339844%09red
Ribosome biogenesis in eukaryotes	KEGG PATHWAY	osa03008	5	86	0.0942157988851	0.175241385926	4343836|4338260|4332567|4344688|4344029	http://www.genome.jp/kegg-bin/show_pathway?osa03008/osa:4338260%09red/osa:4344029%09red/osa:4343836%09red/osa:4332567%09red/osa:4344688%09red
Aminoacyl-tRNA biosynthesis	KEGG PATHWAY	osa00970	6	113	0.0969129880627	0.176723684114	4348566|4345200|4333345|4325167|4347497|4346920	http://www.genome.jp/kegg-bin/show_pathway?osa00970/osa:4346920%09red/osa:4333345%09red/osa:4325167%09red/osa:4348566%09red/osa:4347497%09red/osa:4345200%09red
Sphingolipid metabolism	KEGG PATHWAY	osa00600	2	22	0.132081727547	0.236223089651	4340921|4326459	http://www.genome.jp/kegg-bin/show_pathway?osa00600/osa:4340921%09red/osa:4326459%09red
2-Oxocarboxylic acid metabolism	KEGG PATHWAY	osa01210	3	46	0.140112443546	0.245857683957	4328812|4330380|4325621	http://www.genome.jp/kegg-bin/show_pathway?osa01210/osa:4328812%09red/osa:4325621%09red/osa:4330380%09red
Inositol phosphate metabolism	KEGG PATHWAY	osa00562	3	47	0.146302599989	0.251965588869	4328439|4333967|4334641	http://www.genome.jp/kegg-bin/show_pathway?osa00562/osa:4333967%09red/osa:4334641%09red/osa:4328439%09red
Purine metabolism	KEGG PATHWAY	osa00230	6	130	0.153239942125	0.25911481123	4352706|4324793|4333171|4324263|4349403|4343275	http://www.genome.jp/kegg-bin/show_pathway?osa00230/osa:4324793%09red/osa:4343275%09red/osa:4349403%09red/osa:4333171%09red/osa:4352706%09red/osa:4324263%09red
Pantothenate and CoA biosynthesis	KEGG PATHWAY	osa00770	2	25	0.15970426749	0.26522315851	4330657|4345046	http://www.genome.jp/kegg-bin/show_pathway?osa00770/osa:4330657%09red/osa:4345046%09red
Citrate cycle (TCA cycle)	KEGG PATHWAY	osa00020	3	51	0.171898090224	0.280465305102	4327423|4328812|4334968	http://www.genome.jp/kegg-bin/show_pathway?osa00020/osa:4328812%09red/osa:4327423%09red/osa:4334968%09red
Diterpenoid biosynthesis	KEGG PATHWAY	osa00904	2	27	0.178653851296	0.286462209837	4335091|4325537	http://www.genome.jp/kegg-bin/show_pathway?osa00904/osa:4335091%09red/osa:4325537%09red
Nitrogen metabolism	KEGG PATHWAY	osa00910	2	28	0.188253109964	0.296737952993	4348870|4347305	http://www.genome.jp/kegg-bin/show_pathway?osa00910/osa:4347305%09red/osa:4348870%09red
Sesquiterpenoid and triterpenoid biosynthesis	KEGG PATHWAY	osa00909	1	7	0.193305580894	0.299623650386	4334492	http://www.genome.jp/kegg-bin/show_pathway?osa00909/osa:4334492%09red
Thiamine metabolism	KEGG PATHWAY	osa00730	1	10	0.255749995416	0.379108862467	4342614	http://www.genome.jp/kegg-bin/show_pathway?osa00730/osa:4342614%09red
Arachidonic acid metabolism	KEGG PATHWAY	osa00590	1	10	0.255749995416	0.379108862467	4332876	http://www.genome.jp/kegg-bin/show_pathway?osa00590/osa:4332876%09red
Sulfur metabolism	KEGG PATHWAY	osa00920	2	35	0.256815681026	0.379108862467	4331861|4331941	http://www.genome.jp/kegg-bin/show_pathway?osa00920/osa:4331941%09red/osa:4331861%09red
Cyanoamino acid metabolism	KEGG PATHWAY	osa00460	2	36	0.266698597776	0.387546399893	4334116|4350456	http://www.genome.jp/kegg-bin/show_pathway?osa00460/osa:4334116%09red/osa:4350456%09red
Endocytosis	KEGG PATHWAY	osa04144	5	127	0.272450185634	0.389726435242	4332413|4334598|4332420|4351208|4341266	http://www.genome.jp/kegg-bin/show_pathway?osa04144/osa:4332420%09red/osa:4334598%09red/osa:4341266%09red/osa:4332413%09red/osa:4351208%09red
Porphyrin and chlorophyll metabolism	KEGG PATHWAY	osa00860	2	37	0.276580050817	0.389726435242	4327178|4325167	http://www.genome.jp/kegg-bin/show_pathway?osa00860/osa:4325167%09red/osa:4327178%09red
Stilbenoid, diarylheptanoid and gingerol biosynthesis	KEGG PATHWAY	osa00945	1	12	0.294673514187	0.40902443014	4340240	http://www.genome.jp/kegg-bin/show_pathway?osa00945/osa:4340240%09red
Fatty acid biosynthesis	KEGG PATHWAY	osa00061	2	42	0.325738011411	0.439038189293	4335627|4348791	http://www.genome.jp/kegg-bin/show_pathway?osa00061/osa:4335627%09red/osa:4348791%09red
Phenylalanine, tyrosine and tryptophan biosynthesis	KEGG PATHWAY	osa00400	2	42	0.325738011411	0.439038189293	4325444|4325621	http://www.genome.jp/kegg-bin/show_pathway?osa00400/osa:4325444%09red/osa:4325621%09red
One carbon pool by folate	KEGG PATHWAY	osa00670	1	14	0.331563649902	0.439430295335	4350456	http://www.genome.jp/kegg-bin/show_pathway?osa00670/osa:4350456%09red
Phosphatidylinositol signaling system	KEGG PATHWAY	osa04070	2	43	0.335479042675	0.439430295335	4328439|4333967	http://www.genome.jp/kegg-bin/show_pathway?osa04070/osa:4333967%09red/osa:4328439%09red
Lysine biosynthesis	KEGG PATHWAY	osa00300	1	15	0.349279576697	0.444972611409	4347172	http://www.genome.jp/kegg-bin/show_pathway?osa00300/osa:4347172%09red
Nicotinate and nicotinamide metabolism	KEGG PATHWAY	osa00760	1	15	0.349279576697	0.444972611409	4347891	http://www.genome.jp/kegg-bin/show_pathway?osa00760/osa:4347891%09red
Tropane, piperidine and pyridine alkaloid biosynthesis	KEGG PATHWAY	osa00960	1	16	0.366526508466	0.454492870498	4325621	http://www.genome.jp/kegg-bin/show_pathway?osa00960/osa:4325621%09red
Taurine and hypotaurine metabolism	KEGG PATHWAY	osa00430	1	16	0.366526508466	0.454492870498	4345787	http://www.genome.jp/kegg-bin/show_pathway?osa00430/osa:4345787%09red
Cutin, suberine and wax biosynthesis	KEGG PATHWAY	osa00073	1	17	0.38331684666	0.469058772887	4336376	http://www.genome.jp/kegg-bin/show_pathway?osa00073/osa:4336376%09red
