##Databases: KEGG PATHWAY
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Starch and sucrose metabolism	KEGG PATHWAY	osa00500	9	159	0.0012237648977	0.00859114817649	4329561|4352147|4345220|4352146|4334169|4338010|4331577|4328018|4324810	http://www.genome.jp/kegg-bin/show_pathway?osa00500/osa:4334169%09red/osa:4324810%09red/osa:4328018%09red/osa:4329561%09red/osa:4338010%09red/osa:4331577%09red/osa:4345220%09red/osa:4352147%09red/osa:4352146%09red
Carotenoid biosynthesis	KEGG PATHWAY	osa00906	4	27	0.00124935190973	0.00859114817649	107276001|4349224|4342680|4335984	http://www.genome.jp/kegg-bin/show_pathway?osa00906/osa:107276001%09red/osa:4342680%09red/osa:4349224%09red/osa:4335984%09red
Glutathione metabolism	KEGG PATHWAY	osa00480	6	73	0.00138044627703	0.00859114817649	4332456|4325763|4325715|4325707|4339892|4342996	http://www.genome.jp/kegg-bin/show_pathway?osa00480/osa:4325715%09red/osa:4325707%09red/osa:4332456%09red/osa:4342996%09red/osa:4339892%09red/osa:4325763%09red
Stilbenoid, diarylheptanoid and gingerol biosynthesis	KEGG PATHWAY	osa00945	3	12	0.00143185802941	0.00859114817649	4340240|4338409|4334183	http://www.genome.jp/kegg-bin/show_pathway?osa00945/osa:4338409%09red/osa:4334183%09red/osa:4340240%09red
Citrate cycle (TCA cycle)	KEGG PATHWAY	osa00020	5	51	0.00168650572156	0.00944443204072	4327423|4332293|4331547|4344403|4326980	http://www.genome.jp/kegg-bin/show_pathway?osa00020/osa:4344403%09red/osa:4327423%09red/osa:4332293%09red/osa:4326980%09red/osa:4331547%09red
Amino sugar and nucleotide sugar metabolism	KEGG PATHWAY	osa00520	7	111	0.00236964956566	0.0122796486996	4352147|4352146|4334169|4338010|4329920|4350084|4325067	http://www.genome.jp/kegg-bin/show_pathway?osa00520/osa:4334169%09red/osa:4329920%09red/osa:4350084%09red/osa:4325067%09red/osa:4338010%09red/osa:4352147%09red/osa:4352146%09red
Plant-pathogen interaction	KEGG PATHWAY	osa04626	7	112	0.00248516699874	0.0122796486996	4347405|4347402|4339701|4337016|4337206|9267802|4328155	http://www.genome.jp/kegg-bin/show_pathway?osa04626/osa:4347402%09red/osa:9267802%09red/osa:4328155%09red/osa:4347405%09red/osa:4337206%09red/osa:4339701%09red/osa:4337016%09red
Pentose and glucuronate interconversions	KEGG PATHWAY	osa00040	4	41	0.00499674092378	0.023318124311	4350084|4334169|4352147|4352146	http://www.genome.jp/kegg-bin/show_pathway?osa00040/osa:4352147%09red/osa:4352146%09red/osa:4334169%09red/osa:4350084%09red
2-Oxocarboxylic acid metabolism	KEGG PATHWAY	osa01210	4	46	0.00727367231773	0.0321572881415	4331547|4330192|4332151|4333458	http://www.genome.jp/kegg-bin/show_pathway?osa01210/osa:4330192%09red/osa:4332151%09red/osa:4333458%09red/osa:4331547%09red
Pyruvate metabolism	KEGG PATHWAY	osa00620	5	79	0.00961771850534	0.0403944177224	4327423|4332293|4325531|4338007|4326980	http://www.genome.jp/kegg-bin/show_pathway?osa00620/osa:4327423%09red/osa:4325531%09red/osa:4332293%09red/osa:4338007%09red/osa:4326980%09red
Galactose metabolism	KEGG PATHWAY	osa00052	4	53	0.0114740183852	0.0458960735407	4342703|4329561|4328018|4338010	http://www.genome.jp/kegg-bin/show_pathway?osa00052/osa:4342703%09red/osa:4328018%09red/osa:4329561%09red/osa:4338010%09red
Biosynthesis of amino acids	KEGG PATHWAY	osa01230	8	207	0.0186735149299	0.071298875187	4331547|4330192|4325651|4350456|4351847|4329098|4333458|4332151	http://www.genome.jp/kegg-bin/show_pathway?osa01230/osa:4330192%09red/osa:4332151%09red/osa:4333458%09red/osa:4331547%09red/osa:4351847%09red/osa:4350456%09red/osa:4329098%09red/osa:4325651%09red
Ubiquinone and other terpenoid-quinone biosynthesis	KEGG PATHWAY	osa00130	3	35	0.0204619345298	0.0747305435003	4329098|4345717|4338409	http://www.genome.jp/kegg-bin/show_pathway?osa00130/osa:4338409%09red/osa:4329098%09red/osa:4345717%09red
Valine, leucine and isoleucine biosynthesis	KEGG PATHWAY	osa00290	2	14	0.0245474300256	0.0859160050895	4330192|4332151	http://www.genome.jp/kegg-bin/show_pathway?osa00290/osa:4330192%09red/osa:4332151%09red
alpha-Linolenic acid metabolism	KEGG PATHWAY	osa00592	3	39	0.0266259466148	0.0880597971923	4333862|4352505|4332121	http://www.genome.jp/kegg-bin/show_pathway?osa00592/osa:4352505%09red/osa:4333862%09red/osa:4332121%09red
Linoleic acid metabolism	KEGG PATHWAY	osa00591	2	15	0.0275415389969	0.0880597971923	4333862|4352505	http://www.genome.jp/kegg-bin/show_pathway?osa00591/osa:4352505%09red/osa:4333862%09red
Valine, leucine and isoleucine degradation	KEGG PATHWAY	osa00280	3	40	0.0283049348118	0.0880597971923	4327289|4332151|4326980	http://www.genome.jp/kegg-bin/show_pathway?osa00280/osa:4332151%09red/osa:4326980%09red/osa:4327289%09red
Fatty acid degradation	KEGG PATHWAY	osa00071	3	41	0.0300388835721	0.0901166507162	4337714|4348152|4351610	http://www.genome.jp/kegg-bin/show_pathway?osa00071/osa:4351610%09red/osa:4337714%09red/osa:4348152%09red
Fatty acid biosynthesis	KEGG PATHWAY	osa00061	3	42	0.031827608047	0.0921903129636	4337714|4351610|4348791	http://www.genome.jp/kegg-bin/show_pathway?osa00061/osa:4351610%09red/osa:4337714%09red/osa:4348791%09red
Flavonoid biosynthesis	KEGG PATHWAY	osa00941	2	18	0.0373345994464	0.10453687845	4340240|4338409	http://www.genome.jp/kegg-bin/show_pathway?osa00941/osa:4338409%09red/osa:4340240%09red
Propanoate metabolism	KEGG PATHWAY	osa00640	2	22	0.0521067544585	0.141192495952	4327289|4326980	http://www.genome.jp/kegg-bin/show_pathway?osa00640/osa:4326980%09red/osa:4327289%09red
Tryptophan metabolism	KEGG PATHWAY	osa00380	2	23	0.056076089537	0.147199735035	4328073|4344403	http://www.genome.jp/kegg-bin/show_pathway?osa00380/osa:4344403%09red/osa:4328073%09red
Glycine, serine and threonine metabolism	KEGG PATHWAY	osa00260	3	57	0.0650077661596	0.165474313861	4350456|4325651|4326980	http://www.genome.jp/kegg-bin/show_pathway?osa00260/osa:4350456%09red/osa:4326980%09red/osa:4325651%09red
Steroid biosynthesis	KEGG PATHWAY	osa00100	2	26	0.068580153046	0.16943331929	4350614|4331540	http://www.genome.jp/kegg-bin/show_pathway?osa00100/osa:4350614%09red/osa:4331540%09red
Plant hormone signal transduction	KEGG PATHWAY	osa04075	6	184	0.074031146113	0.177674750671	4325503|4343785|4332374|4340170|4335058|4335937	http://www.genome.jp/kegg-bin/show_pathway?osa04075/osa:4332374%09red/osa:4335937%09red/osa:4335058%09red/osa:4325503%09red/osa:4340170%09red/osa:4343785%09red
Arginine biosynthesis	KEGG PATHWAY	osa00220	2	28	0.0773735428503	0.180538266651	4351847|4333458	http://www.genome.jp/kegg-bin/show_pathway?osa00220/osa:4351847%09red/osa:4333458%09red
C5-Branched dibasic acid metabolism	KEGG PATHWAY	osa00660	1	5	0.0887766896122	0.20154707912	4330192	http://www.genome.jp/kegg-bin/show_pathway?osa00660/osa:4330192%09red
Fatty acid metabolism	KEGG PATHWAY	osa01212	3	68	0.096262901692	0.212791677424	4337714|4351610|4348791	http://www.genome.jp/kegg-bin/show_pathway?osa01212/osa:4351610%09red/osa:4337714%09red/osa:4348791%09red
Photosynthesis	KEGG PATHWAY	osa00195	3	70	0.102498892956	0.220766846367	4342192|4339833|4344439	http://www.genome.jp/kegg-bin/show_pathway?osa00195/osa:4344439%09red/osa:4339833%09red/osa:4342192%09red
Sulfur metabolism	KEGG PATHWAY	osa00920	2	35	0.110574375975	0.232206189547	4328418|4334073	http://www.genome.jp/kegg-bin/show_pathway?osa00920/osa:4334073%09red/osa:4328418%09red
Porphyrin and chlorophyll metabolism	KEGG PATHWAY	osa00860	2	37	0.120643358253	0.247171758372	4332843|4337415	http://www.genome.jp/kegg-bin/show_pathway?osa00860/osa:4332843%09red/osa:4337415%09red
Tyrosine metabolism	KEGG PATHWAY	osa00350	2	38	0.125759671836	0.248606706134	4329098|4348152	http://www.genome.jp/kegg-bin/show_pathway?osa00350/osa:4348152%09red/osa:4329098%09red
Glycosaminoglycan degradation	KEGG PATHWAY	osa00531	1	8	0.130170094659	0.248606706134	4326815	http://www.genome.jp/kegg-bin/show_pathway?osa00531/osa:4326815%09red
Glycolysis / Gluconeogenesis	KEGG PATHWAY	osa00010	4	123	0.132591905274	0.248606706134	4332293|4348152|4338010|4326980	http://www.genome.jp/kegg-bin/show_pathway?osa00010/osa:4348152%09red/osa:4332293%09red/osa:4326980%09red/osa:4338010%09red
Peroxisome	KEGG PATHWAY	osa04146	3	80	0.135897869789	0.248606706134	4337714|4328073|4351610	http://www.genome.jp/kegg-bin/show_pathway?osa04146/osa:4351610%09red/osa:4337714%09red/osa:4328073%09red
Arginine and proline metabolism	KEGG PATHWAY	osa00330	2	40	0.136141767645	0.248606706134	4342996|4340008	http://www.genome.jp/kegg-bin/show_pathway?osa00330/osa:4342996%09red/osa:4340008%09red
Limonene and pinene degradation	KEGG PATHWAY	osa00903	1	9	0.143546588473	0.256551349612	4334183	http://www.genome.jp/kegg-bin/show_pathway?osa00903/osa:4334183%09red
Thiamine metabolism	KEGG PATHWAY	osa00730	1	10	0.156717791498	0.26865907114	4343443	http://www.genome.jp/kegg-bin/show_pathway?osa00730/osa:4343443%09red
Arachidonic acid metabolism	KEGG PATHWAY	osa00590	1	10	0.156717791498	0.26865907114	4333862	http://www.genome.jp/kegg-bin/show_pathway?osa00590/osa:4333862%09red
Monobactam biosynthesis	KEGG PATHWAY	osa00261	1	11	0.169686847963	0.285073904577	4334073	http://www.genome.jp/kegg-bin/show_pathway?osa00261/osa:4334073%09red
Protein processing in endoplasmic reticulum	KEGG PATHWAY	osa04141	5	189	0.179952620794	0.296392551897	4347405|4325695|9267802|4335732|4347402	http://www.genome.jp/kegg-bin/show_pathway?osa04141/osa:4347402%09red/osa:4335732%09red/osa:9267802%09red/osa:4325695%09red/osa:4347405%09red
Sulfur relay system	KEGG PATHWAY	osa04122	1	14	0.207411863772	0.328728236922	4328418	http://www.genome.jp/kegg-bin/show_pathway?osa04122/osa:4328418%09red
One carbon pool by folate	KEGG PATHWAY	osa00670	1	14	0.207411863772	0.328728236922	4350456	http://www.genome.jp/kegg-bin/show_pathway?osa00670/osa:4350456%09red
Selenocompound metabolism	KEGG PATHWAY	osa00450	1	16	0.231606656461	0.353211308177	4334073	http://www.genome.jp/kegg-bin/show_pathway?osa00450/osa:4334073%09red
Tropane, piperidine and pyridine alkaloid biosynthesis	KEGG PATHWAY	osa00960	1	16	0.231606656461	0.353211308177	4329098	http://www.genome.jp/kegg-bin/show_pathway?osa00960/osa:4329098%09red
Fructose and mannose metabolism	KEGG PATHWAY	osa00051	2	58	0.235474205452	0.353211308177	4338010|4334653	http://www.genome.jp/kegg-bin/show_pathway?osa00051/osa:4334653%09red/osa:4338010%09red
Biotin metabolism	KEGG PATHWAY	osa00780	1	20	0.277807339738	0.40940029014	4348791	http://www.genome.jp/kegg-bin/show_pathway?osa00780/osa:4348791%09red
Isoquinoline alkaloid biosynthesis	KEGG PATHWAY	osa00950	1	21	0.288917644346	0.418432450432	4329098	http://www.genome.jp/kegg-bin/show_pathway?osa00950/osa:4329098%09red
Ether lipid metabolism	KEGG PATHWAY	osa00565	1	22	0.299857372895	0.426915581748	4333862	http://www.genome.jp/kegg-bin/show_pathway?osa00565/osa:4333862%09red
Glycerophospholipid metabolism	KEGG PATHWAY	osa00564	2	71	0.30951183424	0.433316567935	4333862|4326817	http://www.genome.jp/kegg-bin/show_pathway?osa00564/osa:4333862%09red/osa:4326817%09red
Lysine degradation	KEGG PATHWAY	osa00310	1	25	0.331679038282	0.449371600253	4344403	http://www.genome.jp/kegg-bin/show_pathway?osa00310/osa:4344403%09red
Pantothenate and CoA biosynthesis	KEGG PATHWAY	osa00770	1	25	0.331679038282	0.449371600253	4332151	http://www.genome.jp/kegg-bin/show_pathway?osa00770/osa:4332151%09red
Phagosome	KEGG PATHWAY	osa04145	2	77	0.343306931634	0.457742575512	4343694|4335732	http://www.genome.jp/kegg-bin/show_pathway?osa04145/osa:4343694%09red/osa:4335732%09red
Diterpenoid biosynthesis	KEGG PATHWAY	osa00904	1	27	0.352087462357	0.462114794343	4335091	http://www.genome.jp/kegg-bin/show_pathway?osa00904/osa:4335091%09red
Nitrogen metabolism	KEGG PATHWAY	osa00910	1	28	0.362057241146	0.467889357789	4348870	http://www.genome.jp/kegg-bin/show_pathway?osa00910/osa:4348870%09red
beta-Alanine metabolism	KEGG PATHWAY	osa00410	1	32	0.400428644839	0.509636457068	4342996	http://www.genome.jp/kegg-bin/show_pathway?osa00410/osa:4342996%09red
N-Glycan biosynthesis	KEGG PATHWAY	osa00510	1	34	0.418741698844	0.517269157396	4329853	http://www.genome.jp/kegg-bin/show_pathway?osa00510/osa:4329853%09red
Biosynthesis of unsaturated fatty acids	KEGG PATHWAY	osa01040	1	34	0.418741698844	0.517269157396	4348791	http://www.genome.jp/kegg-bin/show_pathway?osa01040/osa:4348791%09red
Cyanoamino acid metabolism	KEGG PATHWAY	osa00460	1	36	0.436496522437	0.531387070793	4350456	http://www.genome.jp/kegg-bin/show_pathway?osa00460/osa:4350456%09red
SNARE interactions in vesicular transport	KEGG PATHWAY	osa04130	1	37	0.445169925133	0.534203910159	4331733	http://www.genome.jp/kegg-bin/show_pathway?osa04130/osa:4331733%09red
Phenylalanine, tyrosine and tryptophan biosynthesis	KEGG PATHWAY	osa00400	1	42	0.486578871649	0.568994036402	4329098	http://www.genome.jp/kegg-bin/show_pathway?osa00400/osa:4329098%09red
Phosphatidylinositol signaling system	KEGG PATHWAY	osa04070	1	43	0.494482912587	0.568994036402	4328439	http://www.genome.jp/kegg-bin/show_pathway?osa04070/osa:4328439%09red
Alanine, aspartate and glutamate metabolism	KEGG PATHWAY	osa00250	1	43	0.494482912587	0.568994036402	4351847	http://www.genome.jp/kegg-bin/show_pathway?osa00250/osa:4351847%09red
Pyrimidine metabolism	KEGG PATHWAY	osa00240	2	110	0.515628544857	0.579570705893	4325740|4339815	http://www.genome.jp/kegg-bin/show_pathway?osa00240/osa:4339815%09red/osa:4325740%09red
Glycerolipid metabolism	KEGG PATHWAY	osa00561	1	46	0.517473844547	0.579570705893	4337206	http://www.genome.jp/kegg-bin/show_pathway?osa00561/osa:4337206%09red
Inositol phosphate metabolism	KEGG PATHWAY	osa00562	1	47	0.52490320338	0.580156172157	4328439	http://www.genome.jp/kegg-bin/show_pathway?osa00562/osa:4328439%09red
Pentose phosphate pathway	KEGG PATHWAY	osa00030	1	51	0.553496444383	0.603814302963	4339892	http://www.genome.jp/kegg-bin/show_pathway?osa00030/osa:4339892%09red
Purine metabolism	KEGG PATHWAY	osa00230	2	130	0.604578321626	0.651084346366	4339815|4334073	http://www.genome.jp/kegg-bin/show_pathway?osa00230/osa:4339815%09red/osa:4334073%09red
Proteasome	KEGG PATHWAY	osa03050	1	63	0.629376702375	0.66921067088	4343069	http://www.genome.jp/kegg-bin/show_pathway?osa03050/osa:4343069%09red
mRNA surveillance pathway	KEGG PATHWAY	osa03015	1	104	0.803972564758	0.844171192996	4331166	http://www.genome.jp/kegg-bin/show_pathway?osa03015/osa:4331166%09red
Ubiquitin mediated proteolysis	KEGG PATHWAY	osa04120	1	109	0.818632944661	0.848952683352	4349236	http://www.genome.jp/kegg-bin/show_pathway?osa04120/osa:4349236%09red
Oxidative phosphorylation	KEGG PATHWAY	osa00190	1	137	0.882669424413	0.902658911932	4337608	http://www.genome.jp/kegg-bin/show_pathway?osa00190/osa:4337608%09red
Ribosome	KEGG PATHWAY	osa03010	3	337	0.896309982888	0.902658911932	4342408|4334651|4342771	http://www.genome.jp/kegg-bin/show_pathway?osa03010/osa:4342408%09red/osa:4334651%09red/osa:4342771%09red
RNA transport	KEGG PATHWAY	osa03013	1	149	0.902658911932	0.902658911932	4349236	http://www.genome.jp/kegg-bin/show_pathway?osa03013/osa:4349236%09red

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------
