##Databases: KEGG PATHWAY
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Pentose phosphate pathway	KEGG PATHWAY	osa00030	2	51	0.0978353258603	0.314102888288	4339369|4342543	http://www.genome.jp/kegg-bin/show_pathway?osa00030/osa:4339369%09red/osa:4342543%09red
Phenylpropanoid biosynthesis	KEGG PATHWAY	osa00940	3	125	0.13584961402	0.356874200967	4334114|4326948|4328841	http://www.genome.jp/kegg-bin/show_pathway?osa00940/osa:4328841%09red/osa:4334114%09red/osa:4326948%09red
Proteasome	KEGG PATHWAY	osa03050	2	63	0.13691846855	0.356874200967	4346741|4341960	http://www.genome.jp/kegg-bin/show_pathway?osa03050/osa:4346741%09red/osa:4341960%09red
Glyoxylate and dicarboxylate metabolism	KEGG PATHWAY	osa00630	2	63	0.13691846855	0.356874200967	4326136|4337051	http://www.genome.jp/kegg-bin/show_pathway?osa00630/osa:4326136%09red/osa:4337051%09red
One carbon pool by folate	KEGG PATHWAY	osa00670	1	14	0.139394235133	0.356874200967	4337051	http://www.genome.jp/kegg-bin/show_pathway?osa00670/osa:4337051%09red
Endocytosis	KEGG PATHWAY	osa04144	3	127	0.140409521692	0.356874200967	4327673|4334780|4327163	http://www.genome.jp/kegg-bin/show_pathway?osa04144/osa:4327673%09red/osa:4327163%09red/osa:4334780%09red
Glutathione metabolism	KEGG PATHWAY	osa00480	2	73	0.171618977737	0.418750305678	4325710|4331112	http://www.genome.jp/kegg-bin/show_pathway?osa00480/osa:4331112%09red/osa:4325710%09red
Phagosome	KEGG PATHWAY	osa04145	2	77	0.185877401352	0.42356626964	4329623|4337563	http://www.genome.jp/kegg-bin/show_pathway?osa04145/osa:4337563%09red/osa:4329623%09red
Pyruvate metabolism	KEGG PATHWAY	osa00620	2	79	0.19306854106	0.42356626964	4326136|4334968	http://www.genome.jp/kegg-bin/show_pathway?osa00620/osa:4326136%09red/osa:4334968%09red
Ether lipid metabolism	KEGG PATHWAY	osa00565	1	22	0.20563446178	0.42356626964	4328107	http://www.genome.jp/kegg-bin/show_pathway?osa00565/osa:4328107%09red
Tryptophan metabolism	KEGG PATHWAY	osa00380	1	23	0.21354878612	0.42356626964	4326136	http://www.genome.jp/kegg-bin/show_pathway?osa00380/osa:4326136%09red
Ribosome biogenesis in eukaryotes	KEGG PATHWAY	osa03008	2	86	0.218489153838	0.42356626964	4352809|4344710	http://www.genome.jp/kegg-bin/show_pathway?osa03008/osa:4352809%09red/osa:4344710%09red
Starch and sucrose metabolism	KEGG PATHWAY	osa00500	3	159	0.21919044293	0.42356626964	4334114|4326948|4324001	http://www.genome.jp/kegg-bin/show_pathway?osa00500/osa:4324001%09red/osa:4334114%09red/osa:4326948%09red
Lysine degradation	KEGG PATHWAY	osa00310	1	25	0.229142408166	0.42356626964	4326136	http://www.genome.jp/kegg-bin/show_pathway?osa00310/osa:4326136%09red
Pantothenate and CoA biosynthesis	KEGG PATHWAY	osa00770	1	25	0.229142408166	0.42356626964	4343249	http://www.genome.jp/kegg-bin/show_pathway?osa00770/osa:4343249%09red
Steroid biosynthesis	KEGG PATHWAY	osa00100	1	26	0.236823254511	0.424888780152	4328256	http://www.genome.jp/kegg-bin/show_pathway?osa00100/osa:4328256%09red
Carotenoid biosynthesis	KEGG PATHWAY	osa00906	1	27	0.244427810774	0.426002755921	4335984	http://www.genome.jp/kegg-bin/show_pathway?osa00906/osa:4335984%09red
Arginine biosynthesis	KEGG PATHWAY	osa00220	1	28	0.251956832303	0.426848560094	4328006	http://www.genome.jp/kegg-bin/show_pathway?osa00220/osa:4328006%09red
RNA degradation	KEGG PATHWAY	osa03018	2	97	0.258908143008	0.426848560094	9270165|4339369	http://www.genome.jp/kegg-bin/show_pathway?osa03018/osa:4339369%09red/osa:9270165%09red
Ubiquinone and other terpenoid-quinone biosynthesis	KEGG PATHWAY	osa00130	1	35	0.302606912412	0.462457128116	4339236	http://www.genome.jp/kegg-bin/show_pathway?osa00130/osa:4339236%09red
Sulfur metabolism	KEGG PATHWAY	osa00920	1	35	0.302606912412	0.462457128116	4340142	http://www.genome.jp/kegg-bin/show_pathway?osa00920/osa:4340142%09red
Pyrimidine metabolism	KEGG PATHWAY	osa00240	2	110	0.306753668722	0.462457128116	4343249|4325277	http://www.genome.jp/kegg-bin/show_pathway?osa00240/osa:4325277%09red/osa:4343249%09red
Plant-pathogen interaction	KEGG PATHWAY	osa04626	2	112	0.314076323135	0.462457128116	4332325|4328006	http://www.genome.jp/kegg-bin/show_pathway?osa04626/osa:4328006%09red/osa:4332325%09red
Tyrosine metabolism	KEGG PATHWAY	osa00350	1	38	0.323253576521	0.462457128116	4334655	http://www.genome.jp/kegg-bin/show_pathway?osa00350/osa:4334655%09red
RNA polymerase	KEGG PATHWAY	osa03020	1	40	0.336678368546	0.462457128116	4325277	http://www.genome.jp/kegg-bin/show_pathway?osa03020/osa:4325277%09red
Fatty acid degradation	KEGG PATHWAY	osa00071	1	41	0.343290881147	0.462457128116	4326136	http://www.genome.jp/kegg-bin/show_pathway?osa00071/osa:4326136%09red
Biosynthesis of amino acids	KEGG PATHWAY	osa01230	3	207	0.348054496561	0.462457128116	4340142|4339369|4342543	http://www.genome.jp/kegg-bin/show_pathway?osa01230/osa:4339369%09red/osa:4340142%09red/osa:4342543%09red
Glycolysis / Gluconeogenesis	KEGG PATHWAY	osa00010	2	123	0.353989169595	0.462457128116	4334968|4339369	http://www.genome.jp/kegg-bin/show_pathway?osa00010/osa:4334968%09red/osa:4339369%09red
Alanine, aspartate and glutamate metabolism	KEGG PATHWAY	osa00250	1	43	0.356319426581	0.462457128116	4336983	http://www.genome.jp/kegg-bin/show_pathway?osa00250/osa:4336983%09red
Inositol phosphate metabolism	KEGG PATHWAY	osa00562	1	47	0.381608600151	0.484960929359	4333967	http://www.genome.jp/kegg-bin/show_pathway?osa00562/osa:4333967%09red
Oxidative phosphorylation	KEGG PATHWAY	osa00190	2	137	0.403534589425	0.49520684797	4329623|4337563	http://www.genome.jp/kegg-bin/show_pathway?osa00190/osa:4337563%09red/osa:4329623%09red
Citrate cycle (TCA cycle)	KEGG PATHWAY	osa00020	1	51	0.405907252434	0.49520684797	4334968	http://www.genome.jp/kegg-bin/show_pathway?osa00020/osa:4334968%09red
Glycine, serine and threonine metabolism	KEGG PATHWAY	osa00260	1	57	0.440582196227	0.523382269535	4337051	http://www.genome.jp/kegg-bin/show_pathway?osa00260/osa:4337051%09red
Fructose and mannose metabolism	KEGG PATHWAY	osa00051	1	58	0.446161934686	0.523382269535	4339369	http://www.genome.jp/kegg-bin/show_pathway?osa00051/osa:4339369%09red
Fatty acid metabolism	KEGG PATHWAY	osa01212	1	68	0.498997022058	0.574317327275	4326136	http://www.genome.jp/kegg-bin/show_pathway?osa01212/osa:4326136%09red
Glycerophospholipid metabolism	KEGG PATHWAY	osa00564	1	71	0.513844908158	0.58045443329	4328107	http://www.genome.jp/kegg-bin/show_pathway?osa00564/osa:4328107%09red
Carbon fixation in photosynthetic organisms	KEGG PATHWAY	osa00710	1	73	0.523498986497	0.580607966842	4342543	http://www.genome.jp/kegg-bin/show_pathway?osa00710/osa:4342543%09red
Spliceosome	KEGG PATHWAY	osa03040	2	185	0.557264083767	0.607019805532	4347019|4347985	http://www.genome.jp/kegg-bin/show_pathway?osa03040/osa:4347019%09red/osa:4347985%09red
Protein processing in endoplasmic reticulum	KEGG PATHWAY	osa04141	2	189	0.568749261479	0.608661490355	4343386|4334781	http://www.genome.jp/kegg-bin/show_pathway?osa04141/osa:4334781%09red/osa:4343386%09red
Amino sugar and nucleotide sugar metabolism	KEGG PATHWAY	osa00520	1	111	0.674576819412	0.704133638857	4347638	http://www.genome.jp/kegg-bin/show_pathway?osa00520/osa:4347638%09red
Aminoacyl-tRNA biosynthesis	KEGG PATHWAY	osa00970	1	113	0.681047290042	0.704133638857	4326551	http://www.genome.jp/kegg-bin/show_pathway?osa00970/osa:4326551%09red
Purine metabolism	KEGG PATHWAY	osa00230	1	130	0.731115922663	0.743301188041	4325277	http://www.genome.jp/kegg-bin/show_pathway?osa00230/osa:4325277%09red
Ribosome	KEGG PATHWAY	osa03010	1	337	0.966635666567	0.966635666567	4339011	http://www.genome.jp/kegg-bin/show_pathway?osa03010/osa:4339011%09red

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------
