Gene stable ID	Transcript stable ID	Oryza sativa Japonica Group gene stable ID
TraesCS1A02G158700	TraesCS1A02G158700.1	Os07g0201100
TraesCS1A02G162800	TraesCS1A02G162800.2	Os10g0488800
TraesCS1A02G162800	TraesCS1A02G162800.1	Os10g0488800
TraesCS1A02G173500	TraesCS1A02G173500.1	Os10g0502900
TraesCS1A02G173500	TraesCS1A02G173500.2	Os10g0502900
TraesCS1A02G173500	TraesCS1A02G173500.3	Os10g0502900
TraesCS1A02G183800	TraesCS1A02G183800.2	Os03g0429800
TraesCS1A02G183800	TraesCS1A02G183800.3	Os03g0429800
TraesCS1A02G183800	TraesCS1A02G183800.1	Os03g0429800
TraesCS1A02G186100	TraesCS1A02G186100.1	Os10g0530900
TraesCS1A02G186100	TraesCS1A02G186100.1	Os10g0531400
TraesCS1A02G186300	TraesCS1A02G186300.1	
TraesCS1A02G186500	TraesCS1A02G186500.1	Os10g0529400
TraesCS1A02G186500	TraesCS1A02G186500.1	Os10g0529700
TraesCS1A02G186500	TraesCS1A02G186500.1	Os10g0529500
TraesCS1A02G186700	TraesCS1A02G186700.1	Os10g0527800
TraesCS1A02G186700	TraesCS1A02G186700.1	Os10g0528100
TraesCS1A02G186800	TraesCS1A02G186800.1	Os10g0527800
TraesCS1A02G186800	TraesCS1A02G186800.1	Os10g0528100
TraesCS1A02G197200	TraesCS1A02G197200.1	Os10g0579200
TraesCS1A02G201600	TraesCS1A02G201600.1	Os10g0539900
TraesCS1A02G201600	TraesCS1A02G201600.3	Os10g0539900
TraesCS1A02G201600	TraesCS1A02G201600.2	Os10g0539900
TraesCS1A02G217200	TraesCS1A02G217200.1	Os10g0563700
TraesCS1A02G230400	TraesCS1A02G230400.1	Os05g0363200
TraesCS1A02G230600	TraesCS1A02G230600.1	Os11g0552600
TraesCS1A02G231100	TraesCS1A02G231100.1	
TraesCS1A02G233200	TraesCS1A02G233200.1	Os05g0297900
TraesCS1A02G233200	TraesCS1A02G233200.1	Os06g0273800
TraesCS1A02G235200	TraesCS1A02G235200.1	Os08g0295300
TraesCS1A02G251400	TraesCS1A02G251400.2	
TraesCS1A02G251400	TraesCS1A02G251400.3	
TraesCS1A02G251400	TraesCS1A02G251400.1	
TraesCS1A02G253200	TraesCS1A02G253200.1	Os05g0405000
TraesCS1A02G253200	TraesCS1A02G253200.2	Os05g0405000
TraesCS1A02G259100	TraesCS1A02G259100.1	
TraesCS1A02G260900	TraesCS1A02G260900.1	
TraesCS1A02G260900	TraesCS1A02G260900.2	
TraesCS1A02G263700	TraesCS1A02G263700.1	
TraesCS1A02G265700	TraesCS1A02G265700.1	
TraesCS1A02G290200	TraesCS1A02G290200.1	
TraesCS1A02G291200	TraesCS1A02G291200.1	Os02g0306401
TraesCS1A02G299100	TraesCS1A02G299100.1	Os05g0475400
TraesCS1A02G303600	TraesCS1A02G303600.1	Os05g0484800
TraesCS1A02G309700	TraesCS1A02G309700.1	Os05g0413200
TraesCS1A02G317200	TraesCS1A02G317200.1	Os05g0498700
TraesCS1A02G324000	TraesCS1A02G324000.1	Os05g0506000
TraesCS1A02G325400	TraesCS1A02G325400.1	Os05g0508300
TraesCS1A02G349900	TraesCS1A02G349900.2	Os05g0529700
TraesCS1A02G349900	TraesCS1A02G349900.1	Os05g0529700
TraesCS1A02G350600	TraesCS1A02G350600.2	Os07g0660700
TraesCS1A02G350600	TraesCS1A02G350600.1	Os07g0660700
TraesCS1A02G369600	TraesCS1A02G369600.1	Os05g0548900
TraesCS1A02G369600	TraesCS1A02G369600.2	Os05g0548900
TraesCS1A02G383400	TraesCS1A02G383400.1	Os05g0555700
TraesCS1A02G390500	TraesCS1A02G390500.1	Os02g0579800
TraesCS1A02G404500	TraesCS1A02G404500.1	Os05g0567100
TraesCS1A02G404500	TraesCS1A02G404500.2	Os05g0567100
TraesCS1A02G408300	TraesCS1A02G408300.1	Os05g0568800
TraesCS1A02G411600	TraesCS1A02G411600.2	Os05g0573300
TraesCS1A02G411600	TraesCS1A02G411600.4	Os05g0573300
TraesCS1A02G411600	TraesCS1A02G411600.3	Os05g0573300
TraesCS1A02G411600	TraesCS1A02G411600.1	Os05g0573300
TraesCS1A02G414000	TraesCS1A02G414000.1	Os05g0575000
TraesCS1A02G414600	TraesCS1A02G414600.1	Os05g0576600
TraesCS1A02G422600	TraesCS1A02G422600.1	Os07g0537900
TraesCS1A02G422600	TraesCS1A02G422600.1	Os07g0539700
TraesCS1A02G422600	TraesCS1A02G422600.1	Os07g0538700
TraesCS1A02G422600	TraesCS1A02G422600.2	Os07g0537900
TraesCS1A02G422600	TraesCS1A02G422600.2	Os07g0539700
TraesCS1A02G422600	TraesCS1A02G422600.2	Os07g0538700
TraesCS1A02G424100	TraesCS1A02G424100.1	
TraesCS1A02G425700	TraesCS1A02G425700.1	Os01g0924300
TraesCS1A02G427300	TraesCS1A02G427300.1	Os04g0349700
TraesCS1A02G433500	TraesCS1A02G433500.1	Os10g0497600
TraesCS1A02G442500	TraesCS1A02G442500.1	
TraesCS1A02G443900	TraesCS1A02G443900.1	Os05g0595100
TraesCS1B02G001900	TraesCS1B02G001900.1	Os01g0628700
TraesCS1B02G018900	TraesCS1B02G018900.1	Os05g0105200
TraesCS1B02G020700	TraesCS1B02G020700.2	Os01g0113800
TraesCS1B02G020700	TraesCS1B02G020700.2	Os01g0117300
TraesCS1B02G020700	TraesCS1B02G020700.2	Os01g0113500
TraesCS1B02G020700	TraesCS1B02G020700.2	Os01g0117700
TraesCS1B02G020700	TraesCS1B02G020700.2	Os01g0117500
TraesCS1B02G020700	TraesCS1B02G020700.2	Os01g0117100
TraesCS1B02G020700	TraesCS1B02G020700.2	Os01g0116900
TraesCS1B02G020700	TraesCS1B02G020700.2	Os01g0114900
TraesCS1B02G020700	TraesCS1B02G020700.2	Os01g0115600
TraesCS1B02G020700	TraesCS1B02G020700.1	Os01g0113800
TraesCS1B02G020700	TraesCS1B02G020700.1	Os01g0117300
TraesCS1B02G020700	TraesCS1B02G020700.1	Os01g0113500
TraesCS1B02G020700	TraesCS1B02G020700.1	Os01g0117700
TraesCS1B02G020700	TraesCS1B02G020700.1	Os01g0117500
TraesCS1B02G020700	TraesCS1B02G020700.1	Os01g0117100
TraesCS1B02G020700	TraesCS1B02G020700.1	Os01g0116900
TraesCS1B02G020700	TraesCS1B02G020700.1	Os01g0114900
TraesCS1B02G020700	TraesCS1B02G020700.1	Os01g0115600
TraesCS1B02G020700	TraesCS1B02G020700.4	Os01g0113800
TraesCS1B02G020700	TraesCS1B02G020700.4	Os01g0117300
TraesCS1B02G020700	TraesCS1B02G020700.4	Os01g0113500
TraesCS1B02G020700	TraesCS1B02G020700.4	Os01g0117700
TraesCS1B02G020700	TraesCS1B02G020700.4	Os01g0117500
TraesCS1B02G020700	TraesCS1B02G020700.4	Os01g0117100
TraesCS1B02G020700	TraesCS1B02G020700.4	Os01g0116900
TraesCS1B02G020700	TraesCS1B02G020700.4	Os01g0114900
TraesCS1B02G020700	TraesCS1B02G020700.4	Os01g0115600
TraesCS1B02G020700	TraesCS1B02G020700.3	Os01g0113800
TraesCS1B02G020700	TraesCS1B02G020700.3	Os01g0117300
TraesCS1B02G020700	TraesCS1B02G020700.3	Os01g0113500
TraesCS1B02G020700	TraesCS1B02G020700.3	Os01g0117700
TraesCS1B02G020700	TraesCS1B02G020700.3	Os01g0117500
TraesCS1B02G020700	TraesCS1B02G020700.3	Os01g0117100
TraesCS1B02G020700	TraesCS1B02G020700.3	Os01g0116900
TraesCS1B02G020700	TraesCS1B02G020700.3	Os01g0114900
TraesCS1B02G020700	TraesCS1B02G020700.3	Os01g0115600
TraesCS1B02G023000	TraesCS1B02G023000.2	Os04g0193950
TraesCS1B02G023000	TraesCS1B02G023000.1	Os04g0193950
TraesCS1B02G038100	TraesCS1B02G038100.1	Os05g0110800
TraesCS1B02G073700	TraesCS1B02G073700.1	Os09g0567900
TraesCS1B02G080700	TraesCS1B02G080700.2	Os08g0243100
TraesCS1B02G080700	TraesCS1B02G080700.1	Os08g0243100
TraesCS1B02G080700	TraesCS1B02G080700.3	Os08g0243100
TraesCS1B02G090600	TraesCS1B02G090600.1	Os07g0461900
TraesCS1B02G090600	TraesCS1B02G090600.1	Os05g0129100
TraesCS1B02G099000	TraesCS1B02G099000.1	Os05g0137200
TraesCS1B02G100100	TraesCS1B02G100100.1	
TraesCS1B02G107600	TraesCS1B02G107600.2	Os05g0144900
TraesCS1B02G107600	TraesCS1B02G107600.3	Os05g0144900
TraesCS1B02G107600	TraesCS1B02G107600.1	Os05g0144900
TraesCS1B02G113500	TraesCS1B02G113500.1	
TraesCS1B02G117400	TraesCS1B02G117400.1	Os05g0149400
TraesCS1B02G117400	TraesCS1B02G117400.1	Os05g0149300
TraesCS1B02G117500	TraesCS1B02G117500.1	Os05g0149400
TraesCS1B02G117500	TraesCS1B02G117500.1	Os05g0149300
TraesCS1B02G129300	TraesCS1B02G129300.1	Os05g0163700
TraesCS1B02G135800	TraesCS1B02G135800.1	Os11g0704500
TraesCS1B02G135800	TraesCS1B02G135800.1	Os03g0288000
TraesCS1B02G136700	TraesCS1B02G136700.1	Os03g0353400
TraesCS1B02G136700	TraesCS1B02G136700.2	Os03g0353400
TraesCS1B02G152200	TraesCS1B02G152200.1	Os03g0103950
TraesCS1B02G152200	TraesCS1B02G152200.1	Os10g0422075
TraesCS1B02G152200	TraesCS1B02G152200.1	Os10g0422000
TraesCS1B02G152200	TraesCS1B02G152200.2	Os03g0103950
TraesCS1B02G152200	TraesCS1B02G152200.2	Os10g0422075
TraesCS1B02G152200	TraesCS1B02G152200.2	Os10g0422000
TraesCS1B02G160800	TraesCS1B02G160800.1	Os10g0456900
TraesCS1B02G164000	TraesCS1B02G164000.2	Os10g0463800
TraesCS1B02G164000	TraesCS1B02G164000.1	Os10g0463800
TraesCS1B02G174600	TraesCS1B02G174600.2	Os07g0204100
TraesCS1B02G174600	TraesCS1B02G174600.1	Os07g0204100
TraesCS1B02G174700	TraesCS1B02G174700.1	Os07g0201100
TraesCS1B02G182000	TraesCS1B02G182000.1	Os10g0492900
TraesCS1B02G191000	TraesCS1B02G191000.2	Os10g0502600
TraesCS1B02G191000	TraesCS1B02G191000.1	Os10g0502600
TraesCS1B02G194300	TraesCS1B02G194300.1	Os10g0529400
TraesCS1B02G194300	TraesCS1B02G194300.1	Os10g0529700
TraesCS1B02G194300	TraesCS1B02G194300.1	Os10g0529500
TraesCS1B02G194900	TraesCS1B02G194900.1	Os10g0525500
TraesCS1B02G194900	TraesCS1B02G194900.1	Os10g0481300
TraesCS1B02G194900	TraesCS1B02G194900.1	Os10g0525800
TraesCS1B02G194900	TraesCS1B02G194900.1	Os10g0525400
TraesCS1B02G197900	TraesCS1B02G197900.1	Os10g0521000
TraesCS1B02G200900	TraesCS1B02G200900.1	Os10g0509100
TraesCS1B02G201400	TraesCS1B02G201400.1	Os10g0510000
TraesCS1B02G205300	TraesCS1B02G205300.1	Os03g0429800
TraesCS1B02G211800	TraesCS1B02G211800.1	Os10g0579200
TraesCS1B02G215800	TraesCS1B02G215800.2	Os10g0539900
TraesCS1B02G215800	TraesCS1B02G215800.1	Os10g0539900
TraesCS1B02G215800	TraesCS1B02G215800.3	Os10g0539900
TraesCS1B02G220600	TraesCS1B02G220600.1	Os02g0829500
TraesCS1B02G233200	TraesCS1B02G233200.1	Os09g0378300
TraesCS1B02G233200	TraesCS1B02G233200.1	Os09g0503400
TraesCS1B02G235100	TraesCS1B02G235100.1	
TraesCS1B02G235100	TraesCS1B02G235100.2	
TraesCS1B02G243800	TraesCS1B02G243800.1	Os05g0363200
TraesCS1B02G243800	TraesCS1B02G243800.2	Os05g0363200
TraesCS1B02G249800	TraesCS1B02G249800.1	Os05g0297900
TraesCS1B02G249800	TraesCS1B02G249800.1	Os06g0273800
TraesCS1B02G257000	TraesCS1B02G257000.1	Os01g0377000
TraesCS1B02G263100	TraesCS1B02G263100.1	Os05g0403100
TraesCS1B02G263100	TraesCS1B02G263100.1	Os05g0403000
TraesCS1B02G263100	TraesCS1B02G263100.1	Os05g0403300
TraesCS1B02G263100	TraesCS1B02G263100.1	Os05g0402900
TraesCS1B02G274300	TraesCS1B02G274300.1	
TraesCS1B02G274500	TraesCS1B02G274500.1	Os01g0311800
TraesCS1B02G276500	TraesCS1B02G276500.1	
TraesCS1B02G276700	TraesCS1B02G276700.1	
TraesCS1B02G283400	TraesCS1B02G283400.1	Os05g0493100
TraesCS1B02G283900	TraesCS1B02G283900.1	Os05g0438800
TraesCS1B02G289600	TraesCS1B02G289600.3	Os05g0453500
TraesCS1B02G289600	TraesCS1B02G289600.1	Os05g0453500
TraesCS1B02G289600	TraesCS1B02G289600.2	Os05g0453500
TraesCS1B02G290500	TraesCS1B02G290500.1	Os05g0455400
TraesCS1B02G299500	TraesCS1B02G299500.3	Os04g0509200
TraesCS1B02G299500	TraesCS1B02G299500.2	Os04g0509200
TraesCS1B02G299500	TraesCS1B02G299500.1	Os04g0509200
TraesCS1B02G299600	TraesCS1B02G299600.1	
TraesCS1B02G300700	TraesCS1B02G300700.1	Os02g0306550
TraesCS1B02G300800	TraesCS1B02G300800.1	
TraesCS1B02G308900	TraesCS1B02G308900.1	Os05g0475400
TraesCS1B02G319400	TraesCS1B02G319400.2	
TraesCS1B02G319400	TraesCS1B02G319400.1	
TraesCS1B02G329600	TraesCS1B02G329600.1	Os05g0498700
TraesCS1B02G329600	TraesCS1B02G329600.2	Os05g0498700
TraesCS1B02G355700	TraesCS1B02G355700.2	Os05g0522600
TraesCS1B02G355700	TraesCS1B02G355700.1	Os05g0522600
TraesCS1B02G355900	TraesCS1B02G355900.1	Os10g0456100
TraesCS1B02G363500	TraesCS1B02G363500.1	
TraesCS1B02G364200	TraesCS1B02G364200.1	Os05g0529700
TraesCS1B02G364200	TraesCS1B02G364200.2	Os05g0529700
TraesCS1B02G377700	TraesCS1B02G377700.1	Os05g0540000
TraesCS1B02G409600	TraesCS1B02G409600.1	Os05g0555700
TraesCS1B02G409700	TraesCS1B02G409700.1	Os05g0555700
TraesCS1B02G410800	TraesCS1B02G410800.1	Os05g0556000
TraesCS1B02G410800	TraesCS1B02G410800.2	Os05g0556000
TraesCS1B02G425000	TraesCS1B02G425000.1	
TraesCS1B02G441900	TraesCS1B02G441900.1	Os05g0573300
TraesCS1B02G444000	TraesCS1B02G444000.1	Os05g0575000
TraesCS1B02G457200	TraesCS1B02G457200.1	
TraesCS1B02G459900	TraesCS1B02G459900.1	Os01g0924300
TraesCS1B02G466200	TraesCS1B02G466200.1	Os01g0248300
TraesCS1B02G466200	TraesCS1B02G466200.1	Os01g0248500
TraesCS1B02G474100	TraesCS1B02G474100.1	
TraesCS1B02G476600	TraesCS1B02G476600.1	
TraesCS1B02G478400	TraesCS1B02G478400.1	Os05g0595100
TraesCS1B02G481400	TraesCS1B02G481400.1	Os09g0344500
TraesCS1D02G002900	TraesCS1D02G002900.1	
TraesCS1D02G009300	TraesCS1D02G009300.1	Os01g0359400
TraesCS1D02G009300	TraesCS1D02G009300.1	Os01g0358700
TraesCS1D02G016100	TraesCS1D02G016100.1	Os10g0162846
TraesCS1D02G017800	TraesCS1D02G017800.1	Os01g0113800
TraesCS1D02G017800	TraesCS1D02G017800.1	Os01g0117300
TraesCS1D02G017800	TraesCS1D02G017800.1	Os01g0113500
TraesCS1D02G017800	TraesCS1D02G017800.1	Os01g0117700
TraesCS1D02G017800	TraesCS1D02G017800.1	Os01g0117500
TraesCS1D02G017800	TraesCS1D02G017800.1	Os01g0117100
TraesCS1D02G017800	TraesCS1D02G017800.1	Os01g0116900
TraesCS1D02G017800	TraesCS1D02G017800.1	Os01g0114900
TraesCS1D02G017800	TraesCS1D02G017800.1	Os01g0115600
TraesCS1D02G018700	TraesCS1D02G018700.2	Os10g0358200
TraesCS1D02G018700	TraesCS1D02G018700.2	Os11g0678400
TraesCS1D02G018700	TraesCS1D02G018700.1	Os10g0358200
TraesCS1D02G018700	TraesCS1D02G018700.1	Os11g0678400
TraesCS1D02G029400	TraesCS1D02G029400.1	Os05g0109600
TraesCS1D02G034300	TraesCS1D02G034300.1	
TraesCS1D02G034700	TraesCS1D02G034700.2	Os01g0974100
TraesCS1D02G034700	TraesCS1D02G034700.1	Os01g0974100
TraesCS1D02G035300	TraesCS1D02G035300.2	Os05g0112000
TraesCS1D02G035300	TraesCS1D02G035300.1	Os05g0112000
TraesCS1D02G036500	TraesCS1D02G036500.1	Os05g0112101
TraesCS1D02G037700	TraesCS1D02G037700.2	Os05g0113000
TraesCS1D02G037700	TraesCS1D02G037700.3	Os05g0113000
TraesCS1D02G037700	TraesCS1D02G037700.1	Os05g0113000
TraesCS1D02G039300	TraesCS1D02G039300.1	Os04g0518400
TraesCS1D02G052200	TraesCS1D02G052200.2	Os10g0159800
TraesCS1D02G052200	TraesCS1D02G052200.1	Os10g0159800
TraesCS1D02G057300	TraesCS1D02G057300.2	Os09g0567900
TraesCS1D02G057300	TraesCS1D02G057300.1	Os09g0567900
TraesCS1D02G063000	TraesCS1D02G063000.1	Os05g0122800
TraesCS1D02G073000	TraesCS1D02G073000.3	Os11g0552000
TraesCS1D02G073000	TraesCS1D02G073000.2	Os11g0552000
TraesCS1D02G073000	TraesCS1D02G073000.1	Os11g0552000
TraesCS1D02G074600	TraesCS1D02G074600.1	Os07g0461900
TraesCS1D02G074600	TraesCS1D02G074600.1	Os05g0129100
TraesCS1D02G083900	TraesCS1D02G083900.1	
TraesCS1D02G086200	TraesCS1D02G086200.1	Os05g0142100
TraesCS1D02G087600	TraesCS1D02G087600.1	Os05g0268500
TraesCS1D02G094700	TraesCS1D02G094700.1	
TraesCS1D02G095400	TraesCS1D02G095400.1	
TraesCS1D02G106500	TraesCS1D02G106500.1	Os05g0156300
TraesCS1D02G111900	TraesCS1D02G111900.1	Os05g0163700
TraesCS1D02G117100	TraesCS1D02G117100.1	Os05g0171900
TraesCS1D02G124800	TraesCS1D02G124800.1	Os10g0115600
TraesCS1D02G125800	TraesCS1D02G125800.1	Os05g0223000
TraesCS1D02G132000	TraesCS1D02G132000.1	Os05g0302600
TraesCS1D02G139400	TraesCS1D02G139400.1	Os03g0152000
TraesCS1D02G141800	TraesCS1D02G141800.1	Os10g0456500
TraesCS1D02G142000	TraesCS1D02G142000.1	Os10g0456600
TraesCS1D02G142200	TraesCS1D02G142200.1	Os10g0456900
TraesCS1D02G144400	TraesCS1D02G144400.1	Os10g0463800
TraesCS1D02G151500	TraesCS1D02G151500.1	Os10g0474800
TraesCS1D02G151500	TraesCS1D02G151500.1	Os10g0475100
TraesCS1D02G155900	TraesCS1D02G155900.2	Os07g0204100
TraesCS1D02G155900	TraesCS1D02G155900.1	Os07g0204100
TraesCS1D02G165400	TraesCS1D02G165400.1	Os10g0502600
TraesCS1D02G172700	TraesCS1D02G172700.1	Os10g0489301
TraesCS1D02G177900	TraesCS1D02G177900.1	Os10g0509100
TraesCS1D02G186500	TraesCS1D02G186500.1	Os10g0521000
TraesCS1D02G191100	TraesCS1D02G191100.1	Os10g0530900
TraesCS1D02G191100	TraesCS1D02G191100.1	Os10g0531400
TraesCS1D02G192900	TraesCS1D02G192900.2	Os03g0429800
TraesCS1D02G192900	TraesCS1D02G192900.1	Os03g0429800
TraesCS1D02G194700	TraesCS1D02G194700.1	Os10g0572300
TraesCS1D02G207200	TraesCS1D02G207200.1	Os10g0543500
TraesCS1D02G207200	TraesCS1D02G207200.2	Os10g0543500
TraesCS1D02G210100	TraesCS1D02G210100.1	Os02g0829500
TraesCS1D02G211200	TraesCS1D02G211200.1	Os10g0548850
TraesCS1D02G211200	TraesCS1D02G211200.1	Os10g0552400
TraesCS1D02G216600	TraesCS1D02G216600.1	Os06g0562600
TraesCS1D02G221400	TraesCS1D02G221400.1	Os09g0378300
TraesCS1D02G221400	TraesCS1D02G221400.1	Os09g0503400
TraesCS1D02G231600	TraesCS1D02G231600.1	Os05g0363200
TraesCS1D02G236500	TraesCS1D02G236500.1	Os05g0373700
TraesCS1D02G236800	TraesCS1D02G236800.2	
TraesCS1D02G236800	TraesCS1D02G236800.1	
TraesCS1D02G238300	TraesCS1D02G238300.1	Os05g0297900
TraesCS1D02G238300	TraesCS1D02G238300.1	Os06g0273800
TraesCS1D02G239600	TraesCS1D02G239600.1	Os05g0382500
TraesCS1D02G263800	TraesCS1D02G263800.1	
TraesCS1D02G271500	TraesCS1D02G271500.1	Os11g0607900
TraesCS1D02G274400	TraesCS1D02G274400.1	Os05g0438800
TraesCS1D02G276200	TraesCS1D02G276200.1	Os05g0444200
TraesCS1D02G282500	TraesCS1D02G282500.1	Os05g0458100
TraesCS1D02G288300	TraesCS1D02G288300.2	
TraesCS1D02G288300	TraesCS1D02G288300.1	
TraesCS1D02G288700	TraesCS1D02G288700.1	
TraesCS1D02G288800	TraesCS1D02G288800.1	
TraesCS1D02G296300	TraesCS1D02G296300.1	Os05g0468900
TraesCS1D02G300500	TraesCS1D02G300500.1	Os05g0478400
TraesCS1D02G309200	TraesCS1D02G309200.1	Os05g0413200
TraesCS1D02G310100	TraesCS1D02G310100.1	Os01g0591300
TraesCS1D02G314600	TraesCS1D02G314600.2	
TraesCS1D02G314600	TraesCS1D02G314600.1	
TraesCS1D02G327000	TraesCS1D02G327000.1	Os05g0508300
TraesCS1D02G327000	TraesCS1D02G327000.2	Os05g0508300
TraesCS1D02G327500	TraesCS1D02G327500.1	
TraesCS1D02G344700	TraesCS1D02G344700.1	Os05g0522600
TraesCS1D02G344700	TraesCS1D02G344700.2	Os05g0522600
TraesCS1D02G349400	TraesCS1D02G349400.1	Os05g0526200
TraesCS1D02G349400	TraesCS1D02G349400.2	Os05g0526200
TraesCS1D02G351500	TraesCS1D02G351500.1	Os08g0434300
TraesCS1D02G351500	TraesCS1D02G351500.1	Os01g0829800
TraesCS1D02G352600	TraesCS1D02G352600.1	Os05g0529700
TraesCS1D02G352600	TraesCS1D02G352600.2	Os05g0529700
TraesCS1D02G365500	TraesCS1D02G365500.1	Os05g0540000
TraesCS1D02G380900	TraesCS1D02G380900.1	
TraesCS1D02G389500	TraesCS1D02G389500.1	Os05g0554500
TraesCS1D02G391400	TraesCS1D02G391400.1	Os05g0555700
TraesCS1D02G392300	TraesCS1D02G392300.1	Os05g0556000
TraesCS1D02G395700	TraesCS1D02G395700.2	Os05g0557200
TraesCS1D02G395700	TraesCS1D02G395700.1	Os05g0557200
TraesCS1D02G397100	TraesCS1D02G397100.1	Os05g0558000
TraesCS1D02G399900	TraesCS1D02G399900.1	
TraesCS1D02G412200	TraesCS1D02G412200.2	Os05g0567100
TraesCS1D02G412200	TraesCS1D02G412200.1	Os05g0567100
TraesCS1D02G412700	TraesCS1D02G412700.1	Os05g0567400
TraesCS1D02G415900	TraesCS1D02G415900.1	Os02g0640800
TraesCS1D02G419400	TraesCS1D02G419400.2	Os05g0573300
TraesCS1D02G419400	TraesCS1D02G419400.1	Os05g0573300
TraesCS1D02G419400	TraesCS1D02G419400.3	Os05g0573300
TraesCS1D02G421400	TraesCS1D02G421400.1	Os05g0575000
TraesCS1D02G426000	TraesCS1D02G426000.1	Os05g0579000
TraesCS1D02G426500	TraesCS1D02G426500.1	
TraesCS1D02G426500	TraesCS1D02G426500.2	
TraesCS1D02G429200	TraesCS1D02G429200.1	Os05g0582600
TraesCS1D02G429200	TraesCS1D02G429200.1	Os05g0582500
TraesCS1D02G434400	TraesCS1D02G434400.1	Os01g0924300
TraesCS1D02G442400	TraesCS1D02G442400.1	Os05g0589600
TraesCS2A02G003600	TraesCS2A02G003600.1	
TraesCS2A02G016700	TraesCS2A02G016700.1	
TraesCS2A02G022700	TraesCS2A02G022700.1	Os08g0432500
TraesCS2A02G024700	TraesCS2A02G024700.1	Os11g0225000
TraesCS2A02G027800	TraesCS2A02G027800.1	
TraesCS2A02G028500	TraesCS2A02G028500.1	
TraesCS2A02G034000	TraesCS2A02G034000.1	
TraesCS2A02G034100	TraesCS2A02G034100.1	
TraesCS2A02G034200	TraesCS2A02G034200.1	
TraesCS2A02G034300	TraesCS2A02G034300.1	
TraesCS2A02G034400	TraesCS2A02G034400.1	
TraesCS2A02G034500	TraesCS2A02G034500.1	
TraesCS2A02G034600	TraesCS2A02G034600.1	
TraesCS2A02G042100	TraesCS2A02G042100.1	Os04g0102500
TraesCS2A02G042100	TraesCS2A02G042100.2	Os04g0102500
TraesCS2A02G045400	TraesCS2A02G045400.2	
TraesCS2A02G045400	TraesCS2A02G045400.1	
TraesCS2A02G066200	TraesCS2A02G066200.1	Os07g0622100
TraesCS2A02G101900	TraesCS2A02G101900.1	
TraesCS2A02G102000	TraesCS2A02G102000.1	
TraesCS2A02G107000	TraesCS2A02G107000.1	Os07g0678600
TraesCS2A02G107100	TraesCS2A02G107100.1	Os07g0679000
