Gene stable ID	NCBI gene ID	KEGG Pathway and Enzyme ID
Os03g0829200	4334657	
Os03g0837100	4334710	
Os03g0837100	4334710	
Os03g0837100	4334710	00500+2.4.1.12
Os03g0843400	4334749	
Os03g0843800	4334753	00983+2.1.1.67
Os03g0844000		
Os03g0844000		
Os03g0844900		
Os03g0845500	4334764	
Os03g0849900	4334789	
Os03g0849900	4334789	
Os03g0850200		
Os03g0850800	4334797	
Os03g0852700	4334814	
Os03g0852700	4334814	
Os03g0854600	4334827	
Os03g0854600	4334827	
Os03g0856400	4334839	
Os03g0856400	4334839	
Os03g0856700	4334841	
Os03g0856700	4334841	
Os03g0857900	4334848	
Os03g0857900	4334848	
Os03g0858700	4334853	
Os03g0861700		
Os03g0861700		
Os03g0862100	4334881	
Os04g0102500	4334891	
Os04g0114300		
Os04g0117900	4334956	00970+6.3.5.7
Os04g0118100	4334958	00970+6.3.5.7
Os04g0118700	4334962	
Os04g0137201		00040+4.2.2.2
Os04g0137201		00040+4.2.2.2
Os04g0139100		
Os04g0144300		
Os04g0147200	9271055	
Os04g0150300		
Os04g0152500		
Os04g0164900		
Os04g0176400	4335083	
Os04g0177400	9272088	00740+3.5.4.26+1.1.1.193
Os04g0182600		
Os04g0182650		
Os04g0208400	4335171	
Os04g0234600	4335227	00030+3.1.3.11
Os04g0234600	4335227	00710+3.1.3.11
Os04g0234600	4335227	00010+3.1.3.11
Os04g0234600	4335227	00680+3.1.3.11
Os04g0234600	4335227	00051+3.1.3.11
Os04g0234600	4335227	00030+3.1.3.11
Os04g0234600	4335227	00710+3.1.3.11
Os04g0234600	4335227	00010+3.1.3.11
Os04g0234600	4335227	00680+3.1.3.11
Os04g0234600	4335227	00051+3.1.3.11
Os04g0234600	4335227	00030+3.1.3.11
Os04g0234600	4335227	00710+3.1.3.11
Os04g0234600	4335227	00010+3.1.3.11
Os04g0234600	4335227	00680+3.1.3.11
Os04g0234600	4335227	00051+3.1.3.11
Os04g0306400	4335430	00051+5.3.1.6
Os04g0306400	4335430	00710+5.3.1.6
Os04g0306400	4335430	00030+5.3.1.6
Os04g0306750		
Os04g0320700	4335474	
Os04g0320700	4335474	
Os04g0321100		
Os04g0340300	4335518	
Os04g0341500		
Os04g0341500		
Os04g0344100	4335526	
Os04g0344400		
Os04g0345400		
Os04g0345400		
Os04g0368000	9269553	
Os04g0368300	107275485	
Os04g0368800		
Os04g0369066		
Os04g0370100	9272252	
Os04g0370900	4335593	
Os04g0370900	4335593	
Os04g0372100		
Os04g0373400	4335602	
Os04g0374400		
Os04g0379400	4335622	
Os04g0381600	4335637	
Os04g0390100		
Os04g0398300		00970+6.1.1.14
Os04g0398300		00970+6.1.1.14
Os04g0400000		
Os04g0400600		
Os04g0400700		
Os04g0400800	4335724	
Os04g0401800	4335730	
Os04g0414700	4335799	
Os04g0422000	4335835	
Os04g0422000	4335835	
Os04g0422000	4335835	
Os04g0422200	107275481	
Os04g0429800	4335862	00760+6.3.4.21
Os04g0434900		
Os04g0442300	4335937	
Os04g0442300	4335937	
Os04g0443900	107275738	
Os04g0445700	4335962	
Os04g0445700	4335962	
Os04g0455800	4336023	00785+2.8.1.8
Os04g0457000	4336028	
Os04g0459500	4336044	00710+1.2.1.12
Os04g0459500	4336044	00010+1.2.1.12
Os04g0459500	4336044	
Os04g0459900	9268615	
Os04g0461100	4336056	
Os04g0461100	4336056	
Os04g0462300	4336064	
Os04g0465100	4336088	00940+1.11.1.7
Os04g0472300	4336129	
Os04g0472300	4336129	
Os04g0481100		
Os04g0481100		
Os04g0481300	4336185	
Os04g0488600		
Os04g0488600		
Os04g0488600		
Os04g0488600		
Os04g0490800	4336245	
Os04g0491200		
Os04g0491350		
Os04g0491500	4336249	
Os04g0491500	4336249	
Os04g0492800		
Os04g0494600	4336267	
Os04g0497700	4336288	
Os04g0497700	4336288	
Os04g0500700	4336306	
Os04g0500700	4336306	
Os04g0501100		
Os04g0507100	9270292	
Os04g0507100	9270292	
Os04g0507800		00130+2.1.1.163
Os04g0513100	4336388	
Os04g0514400	4336393	
Os04g0525000	4336446	
Os04g0527000	4336457	
Os04g0528300	4336468	
Os04g0528300	4336468	
Os04g0528300	4336468	
Os04g0534000	4336505	
Os04g0534600	4336511	
Os04g0539000	4336530	
Os04g0539500	4336532	
Os04g0539500	4336532	
Os04g0551700		
Os04g0557200	4336634	
Os04g0557500		
Os04g0557800	4336636	
Os04g0559700	9270874	
Os04g0568600	4336700	
Os04g0570800	4336714	
Os04g0570800	4336714	
Os04g0572800		
Os04g0578400	4336753	
Os04g0585000		
Os04g0586000	4336795	
Os04g0602100	4336886	
Os04g0602100	4336886	
Os04g0602600	4336891	
Os04g0603200		
Os04g0603200		
Os04g0604000	4336902	
Os04g0604000	4336902	
Os04g0610800		00860+1.3.3.3
Os04g0611700		
Os04g0612500		
Os04g0612500		
Os04g0613000	4336971	
Os04g0613200	4336972	00040+3.2.1.15
Os04g0614600	4336983	
Os04g0614600	4336983	
Os04g0615000	4336986	
Os04g0623800	4337051	00670+2.1.2.10
Os04g0623800	4337051	00260+2.1.2.10
Os04g0623800	4337051	00670+2.1.2.10
Os04g0623800	4337051	00260+2.1.2.10
Os04g0624600	4337056	00500+2.4.1.21
Os04g0624600	4337056	00500+2.4.1.21
Os04g0625000	107276041	
Os04g0626400	4337069	
Os04g0626400	4337069	
Os04g0626400	4337069	
Os04g0630100		
Os04g0630300	4337096	
Os04g0630400	4337097	
Os04g0632500		05170+2.7.11.1
Os04g0632500		05163+2.7.11.1
Os04g0632500		04150+2.7.11.1
Os04g0632500		04714+2.7.11.1
Os04g0632500		05165+2.7.11.1
Os04g0632500		04926+2.7.11.1
Os04g0632500		04151+2.7.11.1
Os04g0633600		05170+2.7.11.1
Os04g0633600		05163+2.7.11.1
Os04g0633600		04150+2.7.11.1
Os04g0633600		04714+2.7.11.1
Os04g0633600		05165+2.7.11.1
Os04g0633600		04926+2.7.11.1
Os04g0633600		04151+2.7.11.1
Os04g0638100	4337152	
Os04g0638401		
Os04g0639300		
Os04g0639700		
Os04g0640500	4337164	
Os04g0641400		
Os04g0641400		
Os04g0641400		
Os04g0643300	4337178	00061+2.3.1.180
Os04g0644400		
Os04g0648800	9272591	
Os04g0648800	9272591	
Os04g0650366		
Os04g0650500	4337227	
Os04g0650700	4337229	
Os04g0650700	4337229	
Os04g0650700	4337229	
Os04g0650700	4337229	
Os04g0652400	4337235	
Os04g0652400	4337235	
Os04g0657900		
Os04g0658300	4337267	
Os04g0659100	4337272	00250+6.3.1.2
Os04g0659100	4337272	00910+6.3.1.2
Os04g0659100	4337272	00220+6.3.1.2
Os04g0659100	4337272	00630+6.3.1.2
Os04g0659100	4337272	00250+6.3.1.2
Os04g0659100	4337272	00910+6.3.1.2
Os04g0659100	4337272	00220+6.3.1.2
Os04g0659100	4337272	00630+6.3.1.2
Os04g0659100	4337272	00250+6.3.1.2
Os04g0659100	4337272	00910+6.3.1.2
Os04g0659100	4337272	00220+6.3.1.2
Os04g0659100	4337272	00630+6.3.1.2
Os04g0665800	4337320	
Os04g0665800	4337320	
Os04g0665800	4337320	
Os04g0670800	4337356	
Os04g0670800	4337356	
Os04g0671200	4337359	
Os04g0671200	4337359	
Os04g0671300	4337360	
Os04g0671700	4337361	
Os04g0675800		
Os04g0676100	4337394	
Os04g0683900	4337449	
Os04g0683900	4337449	
Os04g0683900	4337449	
Os04g0685400	4337462	
Os04g0685400	4337462	
Os04g0691600		
Os04g0691600		
Os04g0691800	4337508	
Os04g0692200		
Os05g0101400	4337526	
Os05g0101400	4337526	
Os05g0103200	4337539	
Os05g0103200	4337539	
Os05g0103400	4337541	
Os05g0110000		
Os05g0110100	4337587	
Os05g0110100	4337587	
Os05g0110300		
Os05g0110300		
Os05g0112000	4337598	
Os05g0112000	4337598	
Os05g0112000	4337598	
Os05g0117600	9266232	
Os05g0121200	4337651	
Os05g0131900	9270212	
Os05g0131900	9270212	
Os05g0132100	4337714	
Os05g0132100	4337714	
Os05g0132100	4337714	
Os05g0134400	4337725	00940+1.11.1.7
Os05g0134400	4337725	
Os05g0147700		
Os05g0147800	4337806	
Os05g0148900		00983+2.5.1.18
Os05g0148900		00982+2.5.1.18
Os05g0148900		00980+2.5.1.18
Os05g0148900		00480+2.5.1.18
Os05g0153300		
Os05g0155400		
Os05g0161500	4337890	
Os05g0161800	9270381	
Os05g0164100	4337906	00051+2.7.1.105+3.1.3.46
Os05g0164100	4337906	00051+2.7.1.105+3.1.3.46
Os05g0164100	4337906	00051+2.7.1.105+3.1.3.46
Os05g0173500	4337952	
Os05g0173500	4337952	
Os05g0173500	4337952	
Os05g0176700	4337962	
Os05g0180300	4337979	
Os05g0186000	4338005	
Os05g0186000	4338005	
Os05g0186000	4338005	
Os05g0196800	4338045	00561+2.3.1.20
Os05g0196800	4338045	00073+2.3.1.20
Os05g0200100	4338057	
Os05g0200100	4338057	
Os05g0209600	4338092	
Os05g0212600		
Os05g0212900	4338103	
Os05g0213100		
Os05g0215300	9271160	
Os05g0222200	4338133	
Os05g0222200	4338133	
Os05g0225800	4338144	
Os05g0227600	4338151	
Os05g0232200		
Os05g0241200	4338191	
Os05g0241200	4338191	
Os05g0244500	4338201	
Os05g0244500	4338201	
Os05g0253700		
Os05g0268500	4338250	
Os05g0268500	4338250	
Os05g0268500	4338250	
Os05g0268500	4338250	
Os05g0280200		
Os05g0291700	4338302	
Os05g0291700	4338302	
Os05g0291700	4338302	
Os05g0295200		
Os05g0298200		
Os05g0298200		
Os05g0337400	4338460	
Os05g0338900		
Os05g0338933		
Os05g0361200		
Os05g0361200		00860+4.99.1.1
Os05g0370300		
Os05g0375600		
Os05g0380300	4338629	
Os05g0382600	4338644	
Os05g0382600	4338644	
Os05g0382900	4338646	
Os05g0382900	4338646	
Os05g0388600	4338668	
Os05g0390100		
Os05g0399300		00520+3.2.1.14
Os05g0400100	4338721	
Os05g0400200		
Os05g0401200	4338730	
Os05g0404200	4338744	
Os05g0404200	4338744	
Os05g0406000		
Os05g0406100	4338756	
Os05g0406100	4338756	
Os05g0406100	4338756	
Os05g0417600	9268643	
Os05g0419000	4338815	
Os05g0419200		
Os05g0419200		
Os05g0420500		
Os05g0427800		00630+4.1.1.39
Os05g0427800		00710+4.1.1.39
Os05g0427900		
Os05g0429500		
Os05g0429500		
Os05g0444300	4338935	
Os05g0449900	4338957	
Os05g0455700	4338981	00240+2.4.2.9
Os05g0455700	4338981	00240+2.4.2.9
Os05g0460600	4339017	00740+3.5.4.25+4.1.99.12
Os05g0460600	4339017	00790+3.5.4.25
Os05g0460600	4339017	00740+4.1.99.12
Os05g0460600	4339017	00740+3.5.4.25
Os05g0460600	4339017	
Os05g0466800	4339051	
Os05g0468600		
Os05g0474600	4339090	
Os05g0474600	4339090	
Os05g0474600	4339090	
Os05g0477600	4339106	
Os05g0480000	4339115	
Os05g0480000	4339115	
Os05g0481000	4339123	
Os05g0481000	4339123	
Os05g0481000	4339123	
Os05g0490900	4339170	
Os05g0491500	4339175	
Os05g0491500	4339175	
Os05g0496200	4339204	00710+2.7.2.3
Os05g0496200	4339204	00010+2.7.2.3
Os05g0496200	4339204	00710+2.7.2.3
Os05g0496200	4339204	00010+2.7.2.3
Os05g0496200	4339204	00710+2.7.2.3
Os05g0496200	4339204	00010+2.7.2.3
Os05g0498400	4339216	
Os05g0498400	4339216	
Os05g0500200		
Os05g0502200	4339242	00564+2.3.1.51
Os05g0502200	4339242	00561+2.3.1.51
Os05g0508400	4339266	
Os05g0510100	4339277	
Os05g0510600	4339281	
Os05g0515200	4339312	
Os05g0521300	107278650	
Os05g0521300	107278650	
Os05g0521300	107278650	
Os05g0521300	107278650	
Os05g0526200	4339380	
Os05g0527900	4339396	
Os05g0528000	4339397	
Os05g0535800	4339443	
Os05g0551900		
Os05g0553000	4339546	
Os05g0553000	4339546	
Os05g0555300	4339560	
Os05g0555300	4339560	
Os05g0559400	4339588	
Os05g0559400	4339588	
Os05g0559400	4339588	
Os05g0563550	9272120	
Os05g0563600	4339617	
Os05g0566400	4339633	04150+2.7.11.24
Os05g0566800	4339637	
Os05g0568900	4339651	
Os05g0571000	4339663	
Os05g0571000	4339663	
Os05g0575300		
Os05g0575300		
Os05g0584600	4339748	
Os05g0584600	4339748	
Os05g0586600		
Os05g0586900	107277281	
Os05g0592100	4339792	
Os05g0595400	4339815	00240+2.7.4.6
Os05g0595400	4339815	00230+2.7.4.6
Os05g0595400	4339815	00983+2.7.4.6
Os05g0595400	4339815	00240+2.7.4.6
Os05g0595400	4339815	00230+2.7.4.6
Os05g0595400	4339815	00983+2.7.4.6
Os06g0101600	4339833	
Os06g0102900		
Os06g0103300	4339844	00643+1.13.11.5
Os06g0103300	4339844	00350+1.13.11.5
Os06g0103300	4339844	00643+1.13.11.5
Os06g0103300	4339844	00350+1.13.11.5
Os06g0103600	4339847	00970+6.1.1.14
Os06g0103600	4339847	00970+6.1.1.14
Os06g0103800	4339849	
Os06g0104000		
Os06g0105350		
Os06g0107700	4339874	00195+1.18.1.2
Os06g0109000	4339877	
Os06g0109100		
Os06g0109300	4339879	
Os06g0110000	4339885	
Os06g0111300		
Os06g0113900	9267527	
Os06g0113900	9267527	
Os06g0113900	9267527	
Os06g0113900	9267527	
Os06g0113900	9267527	
Os06g0113900	9267527	
Os06g0114366	9270240	
Os06g0115300	4339921	
Os06g0125000	4339959	
Os06g0128000		00340+2.1.2.5
Os06g0128000		00670+2.1.2.5
Os06g0130100	4340000	
Os06g0130100	4340000	
Os06g0130100	4340000	
Os06g0132400		00860+2.1.1.11
Os06g0133800		00710+2.2.1.1
Os06g0133800		00030+2.2.1.1
Os06g0133800		00730+2.2.1.7
Os06g0133800		00900+2.2.1.7
Os06g0133800		00710+2.2.1.1
Os06g0133800		00030+2.2.1.1
Os06g0134000	4340027	
Os06g0137600	4340049	
Os06g0137600	4340049	
Os06g0142500		
Os06g0142600	4340087	
Os06g0143400	4340093	
Os06g0145800	4340109	
Os06g0146100	4340110	
Os06g0147800	4340126	
Os06g0149100		
Os06g0152800	4340162	
Os06g0154500	4340170	04150+2.7.11.24
Os06g0155600	4340177	
Os06g0157000		
Os06g0158900	4340195	
Os06g0172200	4340272	
Os06g0176500		
Os06g0176700	9270348	
Os06g0177700		
Os06g0178500	9270348	
Os06g0180000		
Os06g0181400	4340311	
Os06g0185900	4340341	
Os06g0191700		
Os06g0191800		
Os06g0199100		
Os06g0199200	4340405	
Os06g0199200	4340405	
Os06g0199200	4340405	
Os06g0199200	4340405	
Os06g0199200	4340405	
Os06g0204100		
Os06g0214900		
Os06g0217600		
Os06g0219400		
Os06g0232600	4340581	
Os06g0236300	4340599	
Os06g0243801		
Os06g0244000		
Os06g0245800		00970+6.1.1.7
Os06g0256500		00030+5.3.1.9
Os06g0256500		00520+5.3.1.9
Os06g0256500		00500+5.3.1.9
Os06g0256500		00010+5.3.1.9
Os06g0260250		
Os06g0262800	4340694	00062+2.3.1.199
Os06g0262800	4340694	00061+2.3.1.180
Os06g0264200		
Os06g0264800	4340704	
Os06g0264900		
Os06g0267400		
Os06g0269300	4340723	
Os06g0269300	4340723	
Os06g0278000		
Os06g0282000	9268427	
Os06g0282400		
Os06g0286500	4340777	
Os06g0286700		
Os06g0287000		
Os06g0287200		
Os06g0287500		
Os06g0287500		
Os06g0287700		
Os06g0287700		
Os06g0288300	9266253	
Os06g0291600	4340792	
Os06g0294400		
Os06g0295300		
Os06g0296100		
Os06g0296700	4340805	
Os06g0297700		
Os06g0304600	4340840	
Os06g0304600	4340840	
Os06g0304700		
Os06g0315900		
Os06g0316800	4340876	
Os06g0317100		
Os06g0317200	4340877	
Os06g0317200	4340877	
Os06g0317200	4340877	
Os06g0319800	9267628	
Os06g0320500	4340892	
Os06g0325900	4340907	
Os06g0329900	4340919	
Os06g0332800	4340929	
Os06g0340200		
Os06g0340200		
Os06g0340200		
Os06g0348800	4340977	
Os06g0348800	4340977	
Os06g0348800	4340977	
Os06g0484500		
Os06g0484600	4341063	
Os06g0486300		
Os06g0498400		
Os06g0498400		
Os06g0501900		
Os06g0524700		
Os06g0530300		
Os06g0554200		
Os06g0554800		
Os06g0554800		
Os06g0556000	4341285	
Os06g0566500		
Os06g0566500		
Os06g0573600	4341358	00531+3.2.1.23
Os06g0573600	4341358	00600+3.2.1.23
Os06g0573600	4341358	00604+3.2.1.23
Os06g0573600	4341358	00052+3.2.1.23
Os06g0573600	4341358	00511+3.2.1.23
Os06g0573600	4341358	00531+3.2.1.23
Os06g0573600	4341358	00600+3.2.1.23
Os06g0573600	4341358	00604+3.2.1.23
Os06g0573600	4341358	00052+3.2.1.23
Os06g0573600	4341358	00511+3.2.1.23
Os06g0573600	4341358	00531+3.2.1.23
Os06g0573600	4341358	00600+3.2.1.23
Os06g0573600	4341358	00604+3.2.1.23
Os06g0573600	4341358	00052+3.2.1.23
Os06g0573600	4341358	00511+3.2.1.23
Os06g0589600		
Os06g0595800		
Os06g0596300		
Os06g0602900	9266153	
Os06g0607100	4341482	
Os06g0608700	4341496	00710+4.1.2.13
Os06g0608700	4341496	00010+4.1.2.13
Os06g0608700	4341496	00680+4.1.2.13
Os06g0608700	4341496	00030+4.1.2.13
Os06g0608700	4341496	00051+4.1.2.13
Os06g0608700	4341496	00710+4.1.2.13
Os06g0608700	4341496	00010+4.1.2.13
Os06g0608700	4341496	00680+4.1.2.13
Os06g0608700	4341496	00030+4.1.2.13
Os06g0608700	4341496	00051+4.1.2.13
Os06g0608700	4341496	00710+4.1.2.13
Os06g0608700	4341496	00010+4.1.2.13
Os06g0608700	4341496	00680+4.1.2.13
Os06g0608700	4341496	00030+4.1.2.13
Os06g0608700	4341496	00051+4.1.2.13
Os06g0610800	4341509	
Os06g0610800	4341509	
Os06g0611900		00260+1.4.4.2
Os06g0611900		00260+1.4.4.2
Os06g0618700	4341540	
Os06g0634500		
Os06g0639500	4341621	
Os06g0643700	4341641	
Os06g0643900	4341643	
Os06g0644200	4341645	00190+3.6.1.1
Os06g0644200	4341645	00190+3.6.1.1
Os06g0644200	4341645	00190+3.6.1.1
Os06g0646000	4341657	
Os06g0646000	4341657	
Os06g0647100	4341664	
Os06g0647400	4341667	
Os06g0655100		00260+1.1.1.95
Os06g0655100		00680+1.1.1.95
Os06g0660800		
Os06g0661800		
Os06g0661800		
Os06g0663800	4341766	
Os06g0664200	4341770	
Os06g0664200	4341770	00030+3.1.3.11
Os06g0664200	4341770	00710+3.1.3.11
Os06g0664200	4341770	00010+3.1.3.11
Os06g0664200	4341770	00680+3.1.3.11
Os06g0664200	4341770	00051+3.1.3.11
Os06g0665500	4341777	
Os06g0667000	4341784	
Os06g0675700	4341824	
Os06g0676700	4341833	
Os06g0676700	4341833	
Os06g0676700	4341833	
Os06g0680500		
Os06g0681900		
Os06g0684000	4341876	
Os06g0684000	4341876	
Os06g0687900		
Os06g0694000	4341923	
Os06g0694400	4341927	
Os06g0694400	4341927	
Os06g0695500	4341935	00940+1.11.1.7
Os06g0697000	4341944	
Os06g0697000	4341944	
Os06g0699500	4341957	
Os06g0699500	4341957	
Os06g0704200		
Os06g0704600	4341997	00860+4.2.1.24
Os06g0704600	4341997	00860+4.2.1.24
Os06g0704700	4341998	
Os06g0705100	4342001	
Os06g0705100	4342001	
Os06g0705100	4342001	
Os06g0707000	4342010	
Os06g0707200	4342012	
Os06g0712800		
Os06g0714700	4342064	
Os06g0715200	4342069	
Os06g0716467		
Os06g0716800	4342078	
Os06g0716800	4342078	
Os06g0725000		
Os06g0725900	4342113	
Os06g0725900	4342113	
Os06g0729000	4342137	
Os06g0729000	4342137	
Os06g0729000	4342137	
Os06g0729650	107275792	
Os06g0730300	4342146	
Os06g0731300	4342154	
Os07g0100300	4342163	
Os07g0100300	4342163	
Os07g0100300	4342163	
Os07g0102100		
Os07g0102100		
Os07g0103100	4342180	
Os07g0105600	4342192	
Os07g0108300	4342210	
Os07g0108300	4342210	
Os07g0115300	4342251	00940+1.11.1.7
Os07g0120051		
Os07g0133500		
Os07g0133700	4342342	
Os07g0134000	4342343	
Os07g0134000	4342343	
Os07g0134000	4342343	
Os07g0134700	4342349	
Os07g0141400	4342370	
Os07g0141400	4342370	
Os07g0152900	4342420	
Os07g0152900	4342420	
Os07g0152900	4342420	
Os07g0152900	4342420	
Os07g0162100	4342458	
Os07g0162500	4342461	
Os07g0162600	4342462	
Os07g0162700	4342463	
Os07g0164900		
Os07g0168300	4342499	
Os07g0168600	4342501	00500+3.2.1.39
Os07g0168600	4342501	00500+3.2.1.39
Os07g0171100	4342513	
Os07g0171100	4342513	
Os07g0176500		
Os07g0176900	4342543	00051+5.3.1.6
Os07g0176900	4342543	00710+5.3.1.6
Os07g0176900	4342543	00030+5.3.1.6
Os07g0176900	4342543	00051+5.3.1.6
Os07g0176900	4342543	00710+5.3.1.6
Os07g0176900	4342543	00030+5.3.1.6
Os07g0187400	4342600	
Os07g0189700	4342612	
Os07g0189800	4342613	
Os07g0191500	4342622	
Os07g0196200	4342649	
Os07g0198300	4342656	
Os07g0205700	4342685	
Os07g0212200	4342714	
Os07g0213300	4342717	
Os07g0213300	4342717	
Os07g0222200		
Os07g0230700	4342774	
Os07g0260300	4342871	00480+1.11.1.15
Os07g0261200	107276161	
Os07g0264800	4342881	
Os07g0275100		
Os07g0275901		
Os07g0282500		
Os07g0288700	4342943	
Os07g0288700	4342943	
Os07g0409200		
Os07g0418000	4343029	
Os07g0418000	4343029	
Os07g0421866		
Os07g0434700		
Os07g0434700		
Os07g0457550	107276053	
Os07g0464600	4343172	
Os07g0467200	4343177	
Os07g0468100	4343183	
Os07g0468100	4343183	
Os07g0469100	4343189	
Os07g0469100	4343189	
Os07g0474600		
Os07g0475000		
Os07g0481200		
Os07g0485400		
Os07g0485500		
Os07g0489800	4343262	
Os07g0491500		
Os07g0498400	4343304	
Os07g0500300	4343312	
Os07g0503300	4343321	
Os07g0503300	4343321	
Os07g0503500	4343322	
Os07g0503500	4343322	
Os07g0513000	4343366	
Os07g0513000	4343366	
Os07g0517100	4343386	
Os07g0517100	4343386	
Os07g0517100	4343386	
Os07g0520800		
Os07g0523400		
Os07g0523600		
Os07g0523965		
Os07g0531700		
Os07g0534000		
Os07g0543100		00500+3.2.1.2
Os07g0548300		
Os07g0556200	4343570	00195+1.10.9.1
Os07g0558200	4343581	
Os07g0558200	4343581	
Os07g0558300	4343582	
Os07g0558400	4343583	
Os07g0558500	4343584	
Os07g0558500	4343584	
Os07g0561800		
Os07g0561800		
Os07g0562400	4343603	
Os07g0562700	4343604	
Os07g0562700	4343604	
Os07g0565400		
Os07g0565600	4343626	
Os07g0565600	4343626	
Os07g0569100	4343649	
Os07g0569600	4343652	
Os07g0570700	4343662	
Os07g0572050		00260+1.4.3.21
Os07g0572050		00960+1.4.3.21
Os07g0572050		00360+1.4.3.21
Os07g0572050		00350+1.4.3.21
Os07g0572050		00950+1.4.3.21
Os07g0572050		00410+1.4.3.21
Os07g0572100		
Os07g0572400	4343675	
Os07g0576000	4343702	
Os07g0576000	4343702	
Os07g0577600	4343709	
Os07g0577600	4343709	
Os07g0580900	4343721	
Os07g0580900	4343721	
Os07g0581000	4343722	
Os07g0581000	4343722	
Os07g0586200	4343749	
Os07g0586200	4343749	
Os07g0586200	4343749	
Os07g0607200	4343859	
Os07g0622000	4343944	
Os07g0622200	4343946	00400+2.5.1.54
Os07g0626800		
Os07g0633000	4344007	
Os07g0639600	4344054	
Os07g0640100	4344058	
Os07g0640200	4344059	00561+2.7.1.30
Os07g0642600	4344077	
Os07g0656500		00860+6.6.1.1
Os07g0656900		
Os07g0657900	4344159	00450+1.8.1.9
Os07g0657900	4344159	
Os07g0658700	4344166	00562+2.7.1.68
Os07g0658700	4344166	04070+2.7.1.68
Os07g0662900	4344192	00500+2.4.1.25
Os07g0673550	9269218	
Os07g0677100	4344277	00940+1.11.1.7
Os07g0679700	4344293	
Os07g0684100	4344321	
Os07g0687000	4344342	05170+2.7.11.1
Os07g0687000	4344342	05163+2.7.11.1
Os07g0687000	4344342	04150+2.7.11.1
Os07g0687000	4344342	04714+2.7.11.1
Os07g0687000	4344342	05165+2.7.11.1
Os07g0687000	4344342	04926+2.7.11.1
Os07g0687000	4344342	04151+2.7.11.1
Os07g0687900	4344351	00052+2.4.1.123
Os07g0692401	9266851	
Os07g0693000	4344381	
Os07g0694300		00940+1.11.1.7
Os07g0694800	4344398	
Os07g0695100	4344399	
Os07g0695100	4344399	
Os08g0101700	4344421	
Os08g0102000	4344423	
Os08g0104300	4344437	
Os08g0104300	4344437	
Os08g0104600	4344439	
Os08g0105400	4344445	
Os08g0105600		
Os08g0105700		
Os08g0109300	4344470	00730+2.7.4.3
Os08g0109300	4344470	00230+2.7.4.3
Os08g0110400	4344479	
Os08g0111800	4344487	
Os08g0112700	4344493	
Os08g0119800	4344539	
Os08g0119800	4344539	
Os08g0130400		
Os08g0137300	4344622	
Os08g0138500	4344627	
Os08g0139700		
Os08g0140300	4344636	
Os08g0155400	4344690	
Os08g0155400	4344690	
Os08g0155400	4344690	
Os08g0160500	4344719	
Os08g0160500	4344719	
Os08g0162600	4344733	
Os08g0162600	4344733	
Os08g0162600	4344733	
Os08g0167500	4344752	
Os08g0167500	4344752	
Os08g0172200	4344777	
Os08g0187900	107277927	
Os08g0200300	4344899	
Os08g0205150	9270064	
Os08g0224300	4344969	
Os08g0237000	4345019	
Os08g0239900	4345031	
Os08g0240000	4345032	
Os08g0242700		
Os08g0242700		
Os08g0242800	4345044	
Os08g0242800	4345044	
Os08g0254500	4345097	
Os08g0254500	4345097	
Os08g0254500	4345097	
Os08g0260000		
Os08g0262500	4345110	
Os08g0263000		
Os08g0264700		
Os08g0266300		
Os08g0270400		
Os08g0276100	4345153	
Os08g0277300	107275995	
Os08g0288200		00730+2.7.4.3
Os08g0288200		00230+2.7.4.3
Os08g0292600	4345190	
Os08g0292600	4345190	
Os08g0292600	4345190	
Os08g0297800	4345205	
Os08g0308700	9268665	
Os08g0321000	4345261	
Os08g0321000	4345261	
Os08g0323400	4345270	
Os08g0332700	4345298	
Os08g0332700	4345298	
Os08g0332700	4345298	
Os08g0332700	4345298	
Os08g0347500		
Os08g0359000	4345365	
Os08g0360100		
Os08g0379300	4345438	
Os08g0379300	4345438	
Os08g0379300	4345438	
Os08g0379400	4345439	
Os08g0379400	4345439	
Os08g0379400	4345439	
Os08g0379400	4345439	
Os08g0382400		
Os08g0382400		
Os08g0382400		
Os08g0387200	4345461	
Os08g0387500	4345464	
Os08g0389700	4345471	
Os08g0389700	4345471	
Os08g0389700	4345471	
Os08g0399050		
Os08g0404000		
Os08g0406500	4345529	
Os08g0406600	4345530	
Os08g0407000	4345533	
Os08g0411200	4345551	
Os08g0422000	4345597	
Os08g0422000	4345597	
Os08g0433300	4345651	
Os08g0435900	4345663	
Os08g0435900	4345663	
Os08g0440800	4345685	
Os08g0440900		
Os08g0447000	4345710	00260+1.1.1.95
Os08g0447000	4345710	00680+1.1.1.95
Os08g0447000	4345710	00270+3.3.1.1
Os08g0460000	4345763	
Os08g0480800	4345850	
Os08g0481800		
Os08g0483200		
Os08g0485400		
Os08g0485400		
Os08g0485900	4345881	
Os08g0495800	4345925	
Os08g0495800	4345925	
Os08g0496800	4345929	
Os08g0498100	4345934	
Os08g0502700	4345962	00440+2.6.1.37
Os08g0502700	4345962	00440+2.6.1.37
Os08g0504500	4345971	
Os08g0506700	4345984	
Os08g0508500		
Os08g0509400	4345996	
Os08g0510800		
Os08g0520850		
Os08g0522400		
Os08g0528700		
Os08g0531300	4346132	
Os08g0531300	4346132	
Os08g0536100		
Os08g0536100		
Os08g0536100		
Os08g0536100		
Os08g0541400		
Os08g0541400		
Os08g0544800	4346214	
Os08g0545700		
